dataset_group,fold,dataset,anchor,anchor_mean_abs_corr_delta,anchor_target_corr_real,anchor_target_corr_synthetic,anchor_target_corr_delta
vigitel,2,S1_A0_sep_only,fumante,0.030429711100178225,-0.036087557005586475,-0.04195420884806739,0.005866651842480912
vigitel,2,S1_A0_sep_only,exfuma,0.10198434363919083,-0.003078523830754797,0.018916863837948418,0.021995387668703216
vigitel,2,S1_A0_sep_only,inativo,0.07449915847288695,0.056888845693504865,-0.004449888800048763,0.06133873449355363
vigitel,2,S1_A0_sep_only,ativo_livre,0.10548104945558155,0.01246258828069567,-0.010439436794668288,0.022902025075363958
vigitel,2,S1_A0_sep_only,ati_livre,0.08948734418508035,-0.06719056559288977,-0.051999746277925814,0.015190819314963959
vigitel,2,S1_A0_sep_only,diab,0.07441579392537413,0.1282722146357001,0.21098766107521053,0.08271544643951043
vigitel,2,S1_A0_sep_only,hart,0.10373356890280393,0.17873219399552812,0.3114635293145859,0.13273133531905776
vigitel,2,S1_A0_sep_only,dislipidemia,0.09253656740757643,0.025020891644273145,-0.02464625107298548,0.049667142717258625
vigitel,2,S1_A0_sep_only,doces5,0.10944189606493625,0.017393994629545197,0.0031146301850028353,0.01427936444454236
vigitel,2,S1_A0_sep_only,lanche_7,0.12553050921759656,0.018858992502001775,-0.05721036827741086,0.07606936077941263
vigitel,2,S1_A0_sep_only,gordura,0.12118604792063065,-0.02360216508094405,0.023782604337613398,0.047384769418557446
vigitel,2,S1_A0_sep_only,flvreg,0.06151938908185121,-0.018440763546616057,-0.16525527545781465,0.1468145119111986
vigitel,2,S1_A0_sep_only,years_schooling,0.07829635529783543,-0.048903780934657255,-0.02840299447347511,0.020500786461182145
vigitel,2,S0_A1_anchor_only,age,0.11701867677657009,0.09145825760141449,0.03943297812334962,0.052025279478064866
vigitel,2,S0_A1_anchor_only,sex,0.052263652616944316,-0.03590814054136203,-0.12170979417112275,0.08580165362976072
vigitel,2,S0_A1_anchor_only,fumante,0.03377315885973584,-0.036087557005586475,0.008849217077268741,0.044936774082855215
vigitel,2,S0_A1_anchor_only,exfuma,0.10763769239355966,-0.003078523830754797,0.011213737332905373,0.01429226116366017
vigitel,2,S0_A1_anchor_only,inativo,0.07856326539767831,0.056888845693504865,-0.005440052057449974,0.06232889775095484
vigitel,2,S0_A1_anchor_only,ativo_livre,0.11694806479869575,0.01246258828069567,-0.014724642009208306,0.027187230289903976
vigitel,2,S0_A1_anchor_only,ati_livre,0.09831915121384284,-0.06719056559288977,-0.007973642224981262,0.059216923367908514
vigitel,2,S0_A1_anchor_only,diab,0.07014206760228457,0.1282722146357001,0.04865450046981917,0.07961771416588093
vigitel,2,S0_A1_anchor_only,hart,0.09482109402950999,0.17873219399552812,0.055939831540662226,0.12279236245486588
