dataset_group,fold,dataset,anchor,anchor_mean_abs_corr_delta,anchor_target_corr_real,anchor_target_corr_synthetic,anchor_target_corr_delta
vigitel,2,S0_A1_anchor_only,dislipidemia,0.09380417600985157,0.025020891644273145,-0.007748983474560692,0.032769875118833836
vigitel,2,S0_A1_anchor_only,doces5,0.12386805638384481,0.017393994629545197,0.008656838199824567,0.00873715642972063
vigitel,2,S0_A1_anchor_only,lanche_7,0.1298461596223754,0.018858992502001775,-0.031983896862278066,0.050842889364279845
vigitel,2,S0_A1_anchor_only,gordura,0.11091613102791793,-0.02360216508094405,0.0029988234203789737,0.026600988501323024
vigitel,2,S0_A1_anchor_only,flvreg,0.05938308652688377,-0.018440763546616057,-0.07823453856424395,0.05979377501762789
vigitel,2,S0_A1_anchor_only,years_schooling,0.08010013116040017,-0.048903780934657255,0.001149781290189269,0.050053562224846526
vigitel,2,S1_A1_sep_anchor,age,0.12305188377181744,0.09145825760141449,-0.026351514707184432,0.11780977230859892
vigitel,2,S1_A1_sep_anchor,sex,0.07410117058836778,-0.03590814054136203,-0.21457367242936742,0.17866553188800538
vigitel,2,S1_A1_sep_anchor,fumante,0.030783855981770296,-0.036087557005586475,-0.042347727033009375,0.0062601700274229
vigitel,2,S1_A1_sep_anchor,exfuma,0.10382300204359371,-0.003078523830754797,0.018090223418646943,0.02116874724940174
vigitel,2,S1_A1_sep_anchor,inativo,0.07389802579608643,0.056888845693504865,-0.008384183831347055,0.06527302952485192
vigitel,2,S1_A1_sep_anchor,ativo_livre,0.11149782818274544,0.01246258828069567,-0.007274412645521827,0.019737000926217496
vigitel,2,S1_A1_sep_anchor,ati_livre,0.09407837951498577,-0.06719056559288977,-0.05730051022799362,0.00989005536489615
vigitel,2,S1_A1_sep_anchor,diab,0.07430293216486637,0.1282722146357001,0.24309059581178322,0.11481838117608312
vigitel,2,S1_A1_sep_anchor,hart,0.10470792829699734,0.17873219399552812,0.30447240351767785,0.12574020952214973
vigitel,2,S1_A1_sep_anchor,dislipidemia,0.09458913678723412,0.025020891644273145,-0.009946681126280508,0.03496757277055365
vigitel,2,S1_A1_sep_anchor,doces5,0.11836093417064918,0.017393994629545197,0.008411302660428865,0.008982691969116332
vigitel,2,S1_A1_sep_anchor,lanche_7,0.13143451125671163,0.018858992502001775,-0.048449063304632924,0.0673080558066347
vigitel,2,S1_A1_sep_anchor,gordura,0.1231446200464233,-0.02360216508094405,0.015343965777437013,0.03894613085838106
vigitel,2,S1_A1_sep_anchor,flvreg,0.05910713282689562,-0.018440763546616057,-0.15076756798186286,0.1323268044352468
vigitel,2,S1_A1_sep_anchor,years_schooling,0.08116396403135176,-0.048903780934657255,-0.01629566765548629,0.032608113279170965
vigitel,3,Standard_CTGAN,age,0.13665087452661806,0.11615264406939936,-0.009240920006113307,0.12539356407551266
vigitel,3,Standard_CTGAN,sex,0.05642310001632924,-0.0288152834403665,-0.01233115815559592,0.01648412528477058
vigitel,3,Standard_CTGAN,fumante,0.039677516012002194,-0.05407443843187468,-0.07798247582587284,0.02390803739399816
vigitel,3,Standard_CTGAN,exfuma,0.12149956877975664,-0.0009636541947723825,0.0009459355790080949,0.0019095897737804774
vigitel,3,Standard_CTGAN,inativo,0.09136520585283094,0.03751985164447762,-0.016956840989059307,0.054476692633536924
vigitel,3,Standard_CTGAN,ativo_livre,0.138550784520902,-0.0017192135442897205,-0.00529561737316827,0.003576403828878549
vigitel,3,Standard_CTGAN,ati_livre,0.11684043114571278,-0.06340405049759457,0.00614976178808342,0.06955381228567799
vigitel,3,Standard_CTGAN,diab,0.08428705352450404,0.12439802463624787,-0.048845140534973124,0.173243165171221
vigitel,3,Standard_CTGAN,hart,0.10097306741196567,0.18802493908204976,0.09111042488364181,0.09691451419840795
vigitel,3,Standard_CTGAN,dislipidemia,0.10081162291932129,0.04369727655635362,-0.03257446831299913,0.07627174486935276
vigitel,3,Standard_CTGAN,doces5,0.13723431532969482,0.018036596089238518,0.010676308464255326,0.007360287624983192
vigitel,3,Standard_CTGAN,lanche_7,0.13090445613750887,0.027968604049427224,0.012266239359412368,0.015702364690014854
vigitel,3,Standard_CTGAN,gordura,0.14003001178041255,-0.028051876338787456,-0.01648260613627652,0.011569270202510935
vigitel,3,Standard_CTGAN,flvreg,0.0682363195314515,-0.009680194481261659,-0.012383150177176104,0.002702955695914446
vigitel,3,Standard_CTGAN,years_schooling,0.08461640285930686,-0.06635214799498153,0.012375707105019618,0.07872785510000115
vigitel,3,S0_A0_realism_only,age,0.10992915640708381,0.11615264406939936,-0.010838236562418451,0.12699088063181782
vigitel,3,S0_A0_realism_only,sex,0.0265383791373795,-0.0288152834403665,-0.02096307025791243,0.00785221318245407
vigitel,3,S0_A0_realism_only,fumante,0.025904663556651785,-0.05407443843187468,-0.026907723528886787,0.02716671490298789
vigitel,3,S0_A0_realism_only,exfuma,0.07803428971966161,-0.0009636541947723825,-0.04132511706243011,0.04036146286765773
vigitel,3,S0_A0_realism_only,inativo,0.07664359208503257,0.03751985164447762,0.02217559198635706,0.015344259658120557
vigitel,3,S0_A0_realism_only,ativo_livre,0.08402953565979399,-0.0017192135442897205,0.020190320510046156,0.021909534054335877
vigitel,3,S0_A0_realism_only,ati_livre,0.08555109170538805,-0.06340405049759457,-0.04186146422350452,0.021542586274090045
vigitel,3,S0_A0_realism_only,diab,0.06806275927109222,0.12439802463624787,0.000927398215792237,0.12347062642045563
vigitel,3,S0_A0_realism_only,hart,0.09836742602260279,0.18802493908204976,0.10962313771728059,0.07840180136476917
vigitel,3,S0_A0_realism_only,dislipidemia,0.09130545046832113,0.04369727655635362,-0.031207907485081437,0.07490518404143506
vigitel,3,S0_A0_realism_only,doces5,0.11015929935787667,0.018036596089238518,-0.011370182533027988,0.029406778622266504
vigitel,3,S0_A0_realism_only,lanche_7,0.11907498609490384,0.027968604049427224,0.006264457422204199,0.021704146627223024
vigitel,3,S0_A0_realism_only,gordura,0.07857833222435169,-0.028051876338787456,-0.028222671900212635,0.00017079556142517854
vigitel,3,S0_A0_realism_only,flvreg,0.051563063034766494,-0.009680194481261659,-0.00620957750736,0.0034706169739016583
vigitel,3,S0_A0_realism_only,years_schooling,0.07644108710241801,-0.06635214799498153,0.017035272561817708,0.08338742055679924
vigitel,3,S1_A0_sep_only,age,0.10806731753280635,0.11615264406939936,-0.024937844696184357,0.14109048876558372
vigitel,3,S1_A0_sep_only,sex,0.042275003343940167,-0.0288152834403665,-0.0653953797561431,0.03658009631577659
vigitel,3,S1_A0_sep_only,fumante,0.04161124328983182,-0.05407443843187468,-0.13357062315768026,0.07949618472580558
vigitel,3,S1_A0_sep_only,exfuma,0.09651933527904324,-0.0009636541947723825,-0.08272816068718498,0.0817645064924126
vigitel,3,S1_A0_sep_only,inativo,0.07931932353266856,0.03751985164447762,-0.009136682555223619,0.046656534199701234
vigitel,3,S1_A0_sep_only,ativo_livre,0.08717675381355558,-0.0017192135442897205,0.029452659980582385,0.031171873524872107
vigitel,3,S1_A0_sep_only,ati_livre,0.08408093032211982,-0.06340405049759457,-0.0726420923124435,0.009238041814848927
vigitel,3,S1_A0_sep_only,diab,0.059004368627460675,0.12439802463624787,0.08745998244648623,0.03693804218976164
vigitel,3,S1_A0_sep_only,hart,0.11106051781007772,0.18802493908204976,0.4230456963280304,0.23502075724598065
vigitel,3,S1_A0_sep_only,dislipidemia,0.0952601669708635,0.04369727655635362,-0.04789647146739016,0.09159374802374379
vigitel,3,S1_A0_sep_only,doces5,0.11373694451989251,0.018036596089238518,0.01109455293924079,0.006942043149997728
vigitel,3,S1_A0_sep_only,lanche_7,0.11861875972197027,0.027968604049427224,0.017103381736608643,0.01086522231281858
vigitel,3,S1_A0_sep_only,gordura,0.08965228492980787,-0.028051876338787456,-0.009489314469364024,0.018562561869423434
vigitel,3,S1_A0_sep_only,flvreg,0.05851714578980201,-0.009680194481261659,-0.03523880260308755,0.025558608121825893
vigitel,3,S1_A0_sep_only,years_schooling,0.08377092662250855,-0.06635214799498153,-0.0160018550332704,0.05035029296171113
vigitel,3,S0_A1_anchor_only,age,0.11494916546713176,0.11615264406939936,0.006421170619484244,0.10973147344991512
vigitel,3,S0_A1_anchor_only,sex,0.03154856905059452,-0.0288152834403665,-0.01978463322340554,0.00903065021696096
vigitel,3,S0_A1_anchor_only,fumante,0.029059918424333118,-0.05407443843187468,-0.0396408813024606,0.014433557129414076
vigitel,3,S0_A1_anchor_only,exfuma,0.0869714311693577,-0.0009636541947723825,-0.043381142342434335,0.042417488147661955
vigitel,3,S0_A1_anchor_only,inativo,0.08829956557063116,0.03751985164447762,0.018426230854871252,0.019093620789606365
vigitel,3,S0_A1_anchor_only,ativo_livre,0.08626195619841102,-0.0017192135442897205,0.027016666609503175,0.028735880153792897
vigitel,3,S0_A1_anchor_only,ati_livre,0.0939700330301061,-0.06340405049759457,-0.04155531982194669,0.021848730675647875
vigitel,3,S0_A1_anchor_only,diab,0.06746070724146153,0.12439802463624787,0.02079304369493264,0.10360498094131523
vigitel,3,S0_A1_anchor_only,hart,0.0956686238017793,0.18802493908204976,0.14825582770164458,0.039769111380405175
vigitel,3,S0_A1_anchor_only,dislipidemia,0.09789765284143127,0.04369727655635362,-0.03326562085732801,0.07696289741368163
vigitel,3,S0_A1_anchor_only,doces5,0.12193402443746529,0.018036596089238518,-0.013330177422187315,0.03136677351142583
vigitel,3,S0_A1_anchor_only,lanche_7,0.12588923809602798,0.027968604049427224,0.018770427927706203,0.009198176121721021
vigitel,3,S0_A1_anchor_only,gordura,0.08992510266175292,-0.028051876338787456,-0.027546399278384825,0.0005054770604026315
vigitel,3,S0_A1_anchor_only,flvreg,0.055027176719413776,-0.009680194481261659,-0.006855781684177031,0.0028244127970846276
vigitel,3,S0_A1_anchor_only,years_schooling,0.07689077495613134,-0.06635214799498153,0.004468640496502697,0.07082078849148422
vigitel,3,S1_A1_sep_anchor,age,0.1123764548797913,0.11615264406939936,-0.009524226268577018,0.12567687033797637
vigitel,3,S1_A1_sep_anchor,sex,0.044258957112627416,-0.0288152834403665,-0.05974308521769035,0.030927801777323852
vigitel,3,S1_A1_sep_anchor,fumante,0.04331631174121841,-0.05407443843187468,-0.13652808194672778,0.0824536435148531
vigitel,3,S1_A1_sep_anchor,exfuma,0.09944527069154761,-0.0009636541947723825,-0.0770917146181939,0.07612806042342152
vigitel,3,S1_A1_sep_anchor,inativo,0.0846472084509497,0.03751985164447762,-0.014127408550457372,0.051647260194934985
vigitel,3,S1_A1_sep_anchor,ativo_livre,0.09307803611146202,-0.0017192135442897205,0.028959123243657785,0.030678336787947506
vigitel,3,S1_A1_sep_anchor,ati_livre,0.088623943329278,-0.06340405049759457,-0.08010806990847806,0.016704019410883494
vigitel,3,S1_A1_sep_anchor,diab,0.05774227919913825,0.12439802463624787,0.11101120667781175,0.013386817958436117
vigitel,3,S1_A1_sep_anchor,hart,0.11189571108504502,0.18802493908204976,0.4108039962666257,0.22277905718457597
vigitel,3,S1_A1_sep_anchor,dislipidemia,0.09480281020870261,0.04369727655635362,-0.03817735829783837,0.081874634854192
vigitel,3,S1_A1_sep_anchor,doces5,0.11865743264364774,0.018036596089238518,0.01845824447444319,0.0004216483852046739
vigitel,3,S1_A1_sep_anchor,lanche_7,0.12186168874851962,0.027968604049427224,0.039726901694681155,0.011758297645253931
vigitel,3,S1_A1_sep_anchor,gordura,0.0985553811116362,-0.028051876338787456,0.0038798135182158727,0.03193168985700333
vigitel,3,S1_A1_sep_anchor,flvreg,0.06147500394836222,-0.009680194481261659,-0.022590382014250246,0.012910187532988587
vigitel,3,S1_A1_sep_anchor,years_schooling,0.08147642545789854,-0.06635214799498153,-0.03471109846717119,0.031641049527810335
vigitel,4,Standard_CTGAN,age,0.14746319489310356,0.10488226807092711,-0.02571007966151112,0.13059234773243822
vigitel,4,Standard_CTGAN,sex,0.06205387119746799,-0.0232392716035482,0.09958029862179157,0.12281957022533978
vigitel,4,Standard_CTGAN,fumante,0.04197179978856506,-0.06070594493256696,-0.03243101394598163,0.02827493098658533
vigitel,4,Standard_CTGAN,exfuma,0.11670830337247715,-0.0035722519557120124,-0.02222018378113158,0.01864793182541957
vigitel,4,Standard_CTGAN,inativo,0.09252205098000048,0.04790347235350818,-0.03730900413080028,0.08521247648430846
vigitel,4,Standard_CTGAN,ativo_livre,0.13491435093479584,0.010779693879057884,6.55102054605357e-05,0.010714183673597348
vigitel,4,Standard_CTGAN,ati_livre,0.10851551533698119,-0.06684974233499466,-0.025203637226451647,0.04164610510854301
vigitel,4,Standard_CTGAN,diab,0.08824081466666268,0.12331587306933314,0.0028326665818021474,0.120483206487531
vigitel,4,Standard_CTGAN,hart,0.11238044671186477,0.20253071701795605,-0.017050423278133227,0.21958114029608927
vigitel,4,Standard_CTGAN,dislipidemia,0.08632021325939315,0.04274283640299245,-0.06266721648758335,0.1054100528905758
vigitel,4,Standard_CTGAN,doces5,0.1397309944905034,0.007632419008274132,0.021140222472740527,0.013507803464466395
vigitel,4,Standard_CTGAN,lanche_7,0.12906272515196238,0.019636521788191325,0.007935233881749474,0.011701287906441852
vigitel,4,Standard_CTGAN,gordura,0.14012361190681663,-0.02972098290355092,-0.017397592574328335,0.012323390329222587
vigitel,4,Standard_CTGAN,flvreg,0.058779490698350194,-0.025896337821810583,-0.0516752894290364,0.02577895160722582
vigitel,4,Standard_CTGAN,years_schooling,0.09444546693348391,-0.06016327077383832,-0.014934274598194217,0.045228996175644104
vigitel,4,S0_A0_realism_only,age,0.11508503897983476,0.10488226807092711,-0.009553257965919491,0.1144355260368466
vigitel,4,S0_A0_realism_only,sex,0.04656266954048598,-0.0232392716035482,0.10089849787910407,0.12413776948265227
vigitel,4,S0_A0_realism_only,fumante,0.03345481320588138,-0.06070594493256696,-0.016213424937791255,0.0444925199947757
vigitel,4,S0_A0_realism_only,exfuma,0.11415902730085611,-0.0035722519557120124,-0.028763746167067478,0.025191494211355466
vigitel,4,S0_A0_realism_only,inativo,0.07843618075721043,0.04790347235350818,0.009945523778271952,0.037957948575236225
vigitel,4,S0_A0_realism_only,ativo_livre,0.12069038872277188,0.010779693879057884,-0.01456223628901534,0.025341930168073224
vigitel,4,S0_A0_realism_only,ati_livre,0.08645350649635118,-0.06684974233499466,-0.05649302599340171,0.01035671634159295
vigitel,4,S0_A0_realism_only,diab,0.07526995605910723,0.12331587306933314,-0.012228038811477155,0.1355439118808103
vigitel,4,S0_A0_realism_only,hart,0.09439358532357428,0.20253071701795605,0.0007271582394625692,0.20180355877849349
vigitel,4,S0_A0_realism_only,dislipidemia,0.07616877695105777,0.04274283640299245,-0.053844285501380845,0.0965871219043733
vigitel,4,S0_A0_realism_only,doces5,0.08172923758054171,0.007632419008274132,0.04044404604739842,0.03281162703912429
vigitel,4,S0_A0_realism_only,lanche_7,0.08403613547187064,0.019636521788191325,0.011468824062870019,0.008167697725321306
vigitel,4,S0_A0_realism_only,gordura,0.12061571829090124,-0.02972098290355092,-0.014281035006189803,0.015439947897361118
vigitel,4,S0_A0_realism_only,flvreg,0.054972015454172025,-0.025896337821810583,-0.05056484991967234,0.024668512097861757
vigitel,4,S0_A0_realism_only,years_schooling,0.08198309902819936,-0.06016327077383832,0.02121189060463353,0.08137516137847185
vigitel,4,S1_A0_sep_only,age,0.10778091616382042,0.10488226807092711,0.03909125860896783,0.06579100946195929
vigitel,4,S1_A0_sep_only,sex,0.046959421082737235,-0.0232392716035482,0.08886998572164351,0.11210925732519171
vigitel,4,S1_A0_sep_only,fumante,0.04694652374102051,-0.06070594493256696,-0.11773900958406283,0.05703306465149587
vigitel,4,S1_A0_sep_only,exfuma,0.11931718239932732,-0.0035722519557120124,-0.013056069305116607,0.009483817349404594
vigitel,4,S1_A0_sep_only,inativo,0.08488200488497848,0.04790347235350818,-0.03873018183169808,0.08663365418520626
vigitel,4,S1_A0_sep_only,ativo_livre,0.11287886799206796,0.010779693879057884,-0.04251610017707185,0.05329579405612973
vigitel,4,S1_A0_sep_only,ati_livre,0.08480948355319638,-0.06684974233499466,-0.09348542950832418,0.026635687173329523
vigitel,4,S1_A0_sep_only,diab,0.06491206350923734,0.12331587306933314,0.09917946698288684,0.024136406086446308
vigitel,4,S1_A0_sep_only,hart,0.08768454404552087,0.20253071701795605,0.28907616245732276,0.08654544543936671
vigitel,4,S1_A0_sep_only,dislipidemia,0.08837470121797435,0.04274283640299245,-0.04743405366459566,0.09017689006758811
vigitel,4,S1_A0_sep_only,doces5,0.09155449422911335,0.007632419008274132,-0.01682274130167531,0.02445516030994944
vigitel,4,S1_A0_sep_only,lanche_7,0.09484325029266702,0.019636521788191325,-0.005655126215997266,0.02529164800418859
vigitel,4,S1_A0_sep_only,gordura,0.12164497055186221,-0.02972098290355092,-0.012629015234879288,0.01709196766867163
vigitel,4,S1_A0_sep_only,flvreg,0.060807915507509844,-0.025896337821810583,-0.11481262160678346,0.08891628378497288
vigitel,4,S1_A0_sep_only,years_schooling,0.06985701573149321,-0.06016327077383832,-0.05603919803924528,0.004124072734593039
vigitel,4,S0_A1_anchor_only,age,0.11484365959120536,0.10488226807092711,0.013616057519587083,0.09126621055134003
vigitel,4,S0_A1_anchor_only,sex,0.04788872475577756,-0.0232392716035482,0.09850113804146833,0.12174040964501653
vigitel,4,S0_A1_anchor_only,fumante,0.03223393314122177,-0.06070594493256696,-0.032180148589636595,0.028525796342930364
vigitel,4,S0_A1_anchor_only,exfuma,0.11537739474519022,-0.0035722519557120124,-0.014686018591991838,0.011113766636279825
vigitel,4,S0_A1_anchor_only,inativo,0.08075770404835411,0.04790347235350818,0.01730034677012075,0.030603125583387427
vigitel,4,S0_A1_anchor_only,ativo_livre,0.12406076893803432,0.010779693879057884,-0.01470307273577969,0.025482766614837574
vigitel,4,S0_A1_anchor_only,ati_livre,0.08588891397067029,-0.06684974233499466,-0.056815223931743285,0.010034518403251376
vigitel,4,S0_A1_anchor_only,diab,0.08194528188251994,0.12331587306933314,0.0023509953862042277,0.12096487768312891
vigitel,4,S0_A1_anchor_only,hart,0.09657933026682138,0.20253071701795605,0.02901933506369618,0.17351138195425986
vigitel,4,S0_A1_anchor_only,dislipidemia,0.08003261871279042,0.04274283640299245,-0.051979170837358805,0.09472200724035126
vigitel,4,S0_A1_anchor_only,doces5,0.08978293844990072,0.007632419008274132,0.037926061293909505,0.030293642285635372
vigitel,4,S0_A1_anchor_only,lanche_7,0.09717597999755398,0.019636521788191325,0.007232636478205663,0.012403885309985662
vigitel,4,S0_A1_anchor_only,gordura,0.12188474752991015,-0.02972098290355092,-0.00796589437523672,0.021755088528314204
vigitel,4,S0_A1_anchor_only,flvreg,0.056899662136853296,-0.025896337821810583,-0.05097466819597605,0.025078330374165465
vigitel,4,S0_A1_anchor_only,years_schooling,0.08586663211583602,-0.06016327077383832,0.0028629264068661445,0.06302619718070446
vigitel,4,S1_A1_sep_anchor,age,0.103779365137187,0.10488226807092711,0.04395568871343621,0.0609265793574909
vigitel,4,S1_A1_sep_anchor,sex,0.048386735882476696,-0.0232392716035482,0.07816673913803658,0.10140601074158478
vigitel,4,S1_A1_sep_anchor,fumante,0.046781672840396984,-0.06070594493256696,-0.12212196241365873,0.061416017481091774
vigitel,4,S1_A1_sep_anchor,exfuma,0.12084029600846309,-0.0035722519557120124,-0.015406826721698953,0.011834574765986941
vigitel,4,S1_A1_sep_anchor,inativo,0.08238656363167045,0.04790347235350818,-0.025873529419654834,0.07377700177316301
vigitel,4,S1_A1_sep_anchor,ativo_livre,0.11527534148466437,0.010779693879057884,-0.04401264679049245,0.054792340669550334
vigitel,4,S1_A1_sep_anchor,ati_livre,0.08498491434163924,-0.06684974233499466,-0.08172663168757756,0.014876889352582898
vigitel,4,S1_A1_sep_anchor,diab,0.0633309026840064,0.12331587306933314,0.1325299947441683,0.009214121674835152
vigitel,4,S1_A1_sep_anchor,hart,0.08862355943522233,0.20253071701795605,0.29693640561085144,0.09440568859289539
vigitel,4,S1_A1_sep_anchor,dislipidemia,0.0879491976016628,0.04274283640299245,-0.04741122863897331,0.09015406504196577
vigitel,4,S1_A1_sep_anchor,doces5,0.09357271755744709,0.007632419008274132,-0.003959681145093148,0.01159210015336728
vigitel,4,S1_A1_sep_anchor,lanche_7,0.09954636555770933,0.019636521788191325,-0.007382579145140934,0.02701910093333226
vigitel,4,S1_A1_sep_anchor,gordura,0.12298045959749611,-0.02972098290355092,-0.002644969946865972,0.02707601295668495
vigitel,4,S1_A1_sep_anchor,flvreg,0.06078190971355859,-0.025896337821810583,-0.10224286046116468,0.0763465226393541
vigitel,4,S1_A1_sep_anchor,years_schooling,0.07228665950439866,-0.06016327077383832,-0.059182001532347525,0.0009812692414907925
vigitel,5,Standard_CTGAN,age,0.14779561559086543,0.10823517797596661,0.019564650925578637,0.08867052705038797
vigitel,5,Standard_CTGAN,sex,0.07412315312796615,-0.006084347165733065,-0.0397668980476706,0.033682550881937535
vigitel,5,Standard_CTGAN,fumante,0.04770646038008796,-0.05676375407502656,-0.0012889957305700225,0.05547475834445654
vigitel,5,Standard_CTGAN,exfuma,0.12546197666855932,0.010308384486906396,-0.008135075776314485,0.01844346026322088
vigitel,5,Standard_CTGAN,inativo,0.09576283102377707,0.042901331012469714,-0.02686130548822724,0.06976263650069695
vigitel,5,Standard_CTGAN,ativo_livre,0.1419650819290895,0.002928379977958961,-0.025239482962130702,0.028167862940089664
vigitel,5,Standard_CTGAN,ati_livre,0.11359239290008467,-0.06367829057211151,-0.007299856957480584,0.05637843361463093
vigitel,5,Standard_CTGAN,diab,0.1031291317886268,0.12120810644276843,-0.002684013803439132,0.12389212024620756
vigitel,5,Standard_CTGAN,hart,0.11613538951474718,0.19379519226985395,0.003394394631300575,0.1904007976385534
vigitel,5,Standard_CTGAN,dislipidemia,0.09432140739785567,0.061521358461598716,0.06502053689364101,0.0034991784320422964
vigitel,5,Standard_CTGAN,doces5,0.14730449314649624,0.025232706099661596,0.0038219321824230755,0.02141077391723852
vigitel,5,Standard_CTGAN,lanche_7,0.1357570505074903,0.023349104827007108,-0.005415020781989441,0.02876412560899655
vigitel,5,Standard_CTGAN,gordura,0.14681719368933385,-0.017141179195763377,0.019490736015445508,0.036631915211208885
vigitel,5,Standard_CTGAN,flvreg,0.07622192036412337,-0.017464622186215868,0.029366340315493955,0.04683096250170982
vigitel,5,Standard_CTGAN,years_schooling,0.08989240741305762,-0.0478558064041529,-0.013494328188973583,0.03436147821517932
vigitel,5,S0_A0_realism_only,age,0.12051572247279818,0.10823517797596661,-0.01449566650292981,0.12273084447889643
vigitel,5,S0_A0_realism_only,sex,0.056875776979254014,-0.006084347165733065,-0.032791656119831473,0.02670730895409841
vigitel,5,S0_A0_realism_only,fumante,0.03824609213620375,-0.05676375407502656,0.0169063464837186,0.07367010055874516
vigitel,5,S0_A0_realism_only,exfuma,0.08909288428234342,0.010308384486906396,-0.011157540112302324,0.02146592459920872
vigitel,5,S0_A0_realism_only,inativo,0.09482191476942753,0.042901331012469714,-0.02344957111076328,0.066350902123233
vigitel,5,S0_A0_realism_only,ativo_livre,0.10358362589309786,0.002928379977958961,0.0003053398716728935,0.0026230401062860673
vigitel,5,S0_A0_realism_only,ati_livre,0.08679239652420621,-0.06367829057211151,-0.011551339073588084,0.05212695149852342
vigitel,5,S0_A0_realism_only,diab,0.08329717769946592,0.12120810644276843,0.013227263984696654,0.10798084245807177
vigitel,5,S0_A0_realism_only,hart,0.09921003403222335,0.19379519226985395,0.03195064765513582,0.16184454461471814
vigitel,5,S0_A0_realism_only,dislipidemia,0.07530249284494034,0.061521358461598716,0.04206729073299261,0.019454067728606105
vigitel,5,S0_A0_realism_only,doces5,0.11288362511737114,0.025232706099661596,0.003819334858003432,0.021413371241658163
vigitel,5,S0_A0_realism_only,lanche_7,0.12440424879229815,0.023349104827007108,0.0007207448769023949,0.022628359950104714
vigitel,5,S0_A0_realism_only,gordura,0.09829266249240627,-0.017141179195763377,0.010947321357718316,0.028088500553481693
vigitel,5,S0_A0_realism_only,flvreg,0.06493291429679375,-0.017464622186215868,0.0606416546949935,0.07810627688120937
vigitel,5,S0_A0_realism_only,years_schooling,0.0818785075762574,-0.0478558064041529,-0.004828126679820705,0.04302767972433219
vigitel,5,S1_A0_sep_only,age,0.12237685434402543,0.10823517797596661,0.0029584335237068404,0.10527674445225978
vigitel,5,S1_A0_sep_only,sex,0.06823917452126585,-0.006084347165733065,-0.04067354100584451,0.03458919384011145
vigitel,5,S1_A0_sep_only,fumante,0.046127288391601844,-0.05676375407502656,-0.10836716687050525,0.05160341279547869
vigitel,5,S1_A0_sep_only,exfuma,0.09114138532991922,0.010308384486906396,-0.006475971565437439,0.016784356052343834
vigitel,5,S1_A0_sep_only,inativo,0.09329301375976361,0.042901331012469714,-0.01450191264080546,0.05740324365327518
vigitel,5,S1_A0_sep_only,ativo_livre,0.11311594849232164,0.002928379977958961,-0.025074846520662452,0.028003226498621414
vigitel,5,S1_A0_sep_only,ati_livre,0.08669256530025239,-0.06367829057211151,-0.015451135695105625,0.048227154877005886
vigitel,5,S1_A0_sep_only,diab,0.07414403627150712,0.12120810644276843,0.1647683735330238,0.04356026709025536
vigitel,5,S1_A0_sep_only,hart,0.10075979126860386,0.19379519226985395,0.34309690250946023,0.14930171023960628
vigitel,5,S1_A0_sep_only,dislipidemia,0.08822454137874375,0.061521358461598716,0.12184093623940702,0.0603195777778083
vigitel,5,S1_A0_sep_only,doces5,0.11670408182658161,0.025232706099661596,-0.004316850742711353,0.029549556842372947
vigitel,5,S1_A0_sep_only,lanche_7,0.1261593758277671,0.023349104827007108,0.007759441447097682,0.015589663379909425
vigitel,5,S1_A0_sep_only,gordura,0.1092537364868458,-0.017141179195763377,0.007758630657875875,0.02489980985363925
vigitel,5,S1_A0_sep_only,flvreg,0.07047803120943953,-0.017464622186215868,-0.011047602878179229,0.006417019308036639
vigitel,5,S1_A0_sep_only,years_schooling,0.07540798018396382,-0.0478558064041529,-0.030528752681958867,0.017327053722194032
vigitel,5,S0_A1_anchor_only,age,0.11885146920705272,0.10823517797596661,-0.003666887445248793,0.1119020654212154
vigitel,5,S0_A1_anchor_only,sex,0.05372970096664669,-0.006084347165733065,-0.0500492777951298,0.043964930629396735
vigitel,5,S0_A1_anchor_only,fumante,0.034414685562119435,-0.05676375407502656,8.390987298524235e-05,0.0568476639480118
vigitel,5,S0_A1_anchor_only,exfuma,0.0935788432686445,0.010308384486906396,-0.003227241664559933,0.01353562615146633
vigitel,5,S0_A1_anchor_only,inativo,0.09612117328821122,0.042901331012469714,-0.02713866904711708,0.0700400000595868
vigitel,5,S0_A1_anchor_only,ativo_livre,0.11159298246897814,0.002928379977958961,-0.011956568686357458,0.014884948664316418
vigitel,5,S0_A1_anchor_only,ati_livre,0.08793113326431082,-0.06367829057211151,-0.0069973166467658535,0.05668097392534566
vigitel,5,S0_A1_anchor_only,diab,0.08480631258265357,0.12120810644276843,0.017480243518991266,0.10372786292377717
vigitel,5,S0_A1_anchor_only,hart,0.09981761418253252,0.19379519226985395,0.06292709011873458,0.13086810215111938
vigitel,5,S0_A1_anchor_only,dislipidemia,0.07919052952001474,0.061521358461598716,0.0763430849971301,0.01482172653553139
vigitel,5,S0_A1_anchor_only,doces5,0.11850729159178923,0.025232706099661596,0.0013965859112410018,0.023836120188420594
vigitel,5,S0_A1_anchor_only,lanche_7,0.12671686728909418,0.023349104827007108,0.018984421503777993,0.004364683323229115
vigitel,5,S0_A1_anchor_only,gordura,0.10435788881819694,-0.017141179195763377,0.01684485168025005,0.03398603087601343
vigitel,5,S0_A1_anchor_only,flvreg,0.06683674051926151,-0.017464622186215868,0.06010760403889612,0.07757222622511198
vigitel,5,S0_A1_anchor_only,years_schooling,0.08368425390076745,-0.0478558064041529,-0.009676905319293199,0.038178901084859704
