dataset_group,condition,attribute_1,attribute_2,spearman_rho,signed_correlation_percent,absolute_correlation_percent,rho_squared_percent
covid,S0_A1_anchor_only,tabagismo,comorb_fibrilacao,-0.003995178781338272,-0.3995178781338272,0.3995178781338272,0.0015961453494855561
covid,S0_A1_anchor_only,tabagismo,comorb_avc,-0.05602342732480903,-5.602342732480903,5.602342732480903,0.3138624409218159
covid,S0_A1_anchor_only,tabagismo,comorb_dpoc,0.028117479159461566,2.8117479159461567,2.8117479159461567,0.07905926342827556
covid,S0_A1_anchor_only,tabagismo,comorb_asma,-0.006785278989246306,-0.6785278989246306,0.6785278989246306,0.004604001096190738
covid,S0_A1_anchor_only,tabagismo,comorb_dm,-0.057699973682810254,-5.769997368281025,5.769997368281025,0.33292869629969957
covid,S0_A1_anchor_only,tabagismo,comorb_obesidade,-0.015196316892108722,-1.519631689210872,1.519631689210872,0.02309280470853889
covid,S0_A1_anchor_only,tabagismo,comorb_drc,-0.024999428814278767,-2.499942881427877,2.499942881427877,0.062497144104019145
covid,S0_A1_anchor_only,tabagismo,comorb_cancer,-0.030824287867062948,-3.082428786706295,3.082428786706295,0.09501367225115641
covid,S0_A1_anchor_only,tabagismo,comorb_reumatologica,0.021580639747719545,2.1580639747719546,2.1580639747719546,0.04657240119208527
covid,S0_A1_anchor_only,tabagismo,comorb_cirrose,0.03444430743173379,3.444430743173379,3.444430743173379,0.11864103144517914
covid,S0_A1_anchor_only,tabagismo,comorb_hiv,0.024289584877378114,2.428958487737811,2.428958487737811,0.05899839335153556
covid,S0_A1_anchor_only,tabagismo,obito,0.11853292950939247,11.853292950939247,11.853292950939247,1.4050055378078603
covid,S0_A1_anchor_only,motivo_cancer,motivo_msk,0.0,0.0,0.0,0.0
covid,S0_A1_anchor_only,motivo_cancer,motivo_digestivo2,-0.025563538863627232,-2.5563538863627233,2.5563538863627233,0.06534945192321799
covid,S0_A1_anchor_only,motivo_cancer,motivo_cardio2,-0.0454639606408158,-4.54639606408158,4.54639606408158,0.20669717171496482
covid,S0_A1_anchor_only,motivo_cancer,motivo_procedimentos2,-0.030233179624752676,-3.0233179624752675,3.0233179624752675,0.09140451502225604
covid,S0_A1_anchor_only,motivo_cancer,motivo_lesao2,-0.04490235535263639,-4.490235535263639,4.490235535263639,0.2016221516214434
covid,S0_A1_anchor_only,motivo_cancer,motivo_respiratorio,0.0,0.0,0.0,0.0
covid,S0_A1_anchor_only,motivo_cancer,motivo_neuro,-0.02571030023489177,-2.571030023489177,2.571030023489177,0.06610195381682758
covid,S0_A1_anchor_only,motivo_cancer,motivo_pele,-0.010462855528700835,-1.0462855528700834,1.0462855528700834,0.010947134581446563
covid,S0_A1_anchor_only,motivo_cancer,motivo_genitourinaria,-0.01981364490089622,-1.9813644900896221,1.9813644900896221,0.03925805242588108
covid,S0_A1_anchor_only,motivo_cancer,motivo_dm,0.0,0.0,0.0,0.0
covid,S0_A1_anchor_only,motivo_cancer,motivo_mental_subst,-0.008962203836504992,-0.8962203836504992,0.8962203836504992,0.00803210976070648
covid,S0_A1_anchor_only,motivo_cancer,motivo_infec2,-0.04725154759507451,-4.725154759507451,4.725154759507451,0.22327087501295917
