prevalence,class_sep,overlap,seed,method,classifier,auprc,macro_f1,minority_f1
0.15,2.0,low,6,SMOTE,LogisticRegression,0.8366803566562221,0.8236677115987461,0.7155172413793104
0.15,2.0,low,6,SMOTE,RandomForest,0.9781075780944937,0.9743238616912017,0.9565217391304348
0.15,2.0,low,6,SepAware-SMOTE,LogisticRegression,0.8527191628466981,0.8682300817355435,0.7830188679245284
0.15,2.0,low,6,SepAware-SMOTE,RandomForest,0.9763598388267721,0.9774328223479536,0.9617486338797814
0.15,2.0,low,7,Real only,LogisticRegression,0.9432521528169351,0.9364459930313589,0.8914285714285715
0.15,2.0,low,7,Real only,RandomForest,0.9337897115596767,0.9738562091503269,0.9555555555555556
0.15,2.0,low,7,Random oversampling,LogisticRegression,0.9405750974541198,0.8961038961038961,0.8285714285714286
0.15,2.0,low,7,Random oversampling,RandomForest,0.9409130060859144,0.9838805873913954,0.9726775956284153
0.15,2.0,low,7,SMOTE,LogisticRegression,0.9423722559736452,0.8945127073118322,0.8252427184466019
0.15,2.0,low,7,SMOTE,RandomForest,0.9479907143488674,0.9807428962684013,0.967391304347826
0.15,2.0,low,7,SepAware-SMOTE,LogisticRegression,0.9439055811353647,0.9207252622164404,0.8673469387755102
0.15,2.0,low,7,SepAware-SMOTE,RandomForest,0.9443548325296495,0.9772282434842956,0.9613259668508287
0.15,2.0,low,8,Real only,LogisticRegression,0.8053816865830654,0.8492290119931467,0.7411764705882353
0.15,2.0,low,8,Real only,RandomForest,0.914286670214166,0.943668505724274,0.903954802259887
0.15,2.0,low,8,Random oversampling,LogisticRegression,0.7899443521877416,0.7584811702458761,0.6196078431372549
0.15,2.0,low,8,Random oversampling,RandomForest,0.9258271707315866,0.9546622336406226,0.9230769230769231
0.15,2.0,low,8,SMOTE,LogisticRegression,0.8000641855881571,0.773143408201673,0.6396761133603239
0.15,2.0,low,8,SMOTE,RandomForest,0.9330029431523438,0.9512033788949192,0.9171270718232044
0.15,2.0,low,8,SepAware-SMOTE,LogisticRegression,0.8057200039593037,0.8154871460634963,0.6995515695067265
0.15,2.0,low,8,SepAware-SMOTE,RandomForest,0.9298366455298913,0.9472283911255744,0.9101123595505618
0.15,2.0,low,9,Real only,LogisticRegression,0.8137696699875802,0.8239601475738337,0.6928104575163399
0.15,2.0,low,9,Real only,RandomForest,0.9410057227944909,0.9215726390806949,0.8654970760233918
0.15,2.0,low,9,Random oversampling,LogisticRegression,0.8158151448575701,0.8206244511295053,0.7064220183486238
0.15,2.0,low,9,Random oversampling,RandomForest,0.9453985590691462,0.9310567468633555,0.88268156424581
0.15,2.0,low,9,SMOTE,LogisticRegression,0.8127828780111631,0.8128831357435102,0.6940639269406392
0.15,2.0,low,9,SMOTE,RandomForest,0.948284581222599,0.9287549385781213,0.8791208791208791
0.15,2.0,low,9,SepAware-SMOTE,LogisticRegression,0.8113141040647802,0.8405977043900694,0.7292817679558011
0.15,2.0,low,9,SepAware-SMOTE,RandomForest,0.945664537144344,0.929082405119575,0.8786127167630058
0.3,0.4,high,0,Real only,LogisticRegression,0.3473399867762005,0.46233209858203267,0.11374407582938388
0.3,0.4,high,0,Real only,RandomForest,0.7788809077193101,0.7787577987875927,0.6688741721854304
0.3,0.4,high,0,Random oversampling,LogisticRegression,0.3407251840378748,0.5383120760804656,0.42058165548098436
0.3,0.4,high,0,Random oversampling,RandomForest,0.770262329863868,0.7974537037037037,0.7083333333333334
0.3,0.4,high,0,SMOTE,LogisticRegression,0.34030307429221357,0.5397835544529537,0.4155251141552511
0.3,0.4,high,0,SMOTE,RandomForest,0.7646194391444889,0.8055555555555556,0.7277777777777777
0.3,0.4,high,0,SepAware-SMOTE,LogisticRegression,0.34212621703414037,0.5379600998101697,0.416289592760181
0.3,0.4,high,0,SepAware-SMOTE,RandomForest,0.774716561850429,0.8091576661918658,0.7245508982035929
0.3,0.4,high,1,Real only,LogisticRegression,0.5201542235679513,0.5668182802685726,0.2982456140350877
0.3,0.4,high,1,Real only,RandomForest,0.7851001833892924,0.7510711483917687,0.6232876712328768
0.3,0.4,high,1,Random oversampling,LogisticRegression,0.4952380789503191,0.584056712962963,0.4675925925925926
0.3,0.4,high,1,Random oversampling,RandomForest,0.780399238201003,0.7775916747896046,0.6804733727810651
0.3,0.4,high,1,SMOTE,LogisticRegression,0.47772541228759924,0.5596250797126734,0.4377880184331797
0.3,0.4,high,1,SMOTE,RandomForest,0.723219289085728,0.7204323978912615,0.6067415730337079
0.3,0.4,high,1,SepAware-SMOTE,LogisticRegression,0.5084985108715203,0.5856035607397744,0.4578313253012048
0.3,0.4,high,1,SepAware-SMOTE,RandomForest,0.7637476448988116,0.7495720086588662,0.6335403726708074
0.3,0.4,high,2,Real only,LogisticRegression,0.5990229596866801,0.656222957193831,0.46886446886446886
0.3,0.4,high,2,Real only,RandomForest,0.9014102064119496,0.8256012892259126,0.7392739273927392
0.3,0.4,high,2,Random oversampling,LogisticRegression,0.5630023148321561,0.6979829576097508,0.6164383561643836
0.3,0.4,high,2,Random oversampling,RandomForest,0.8932299779315978,0.8542982030111705,0.7931034482758621
0.3,0.4,high,2,SMOTE,LogisticRegression,0.5715230040277746,0.7109712758770084,0.6276346604215457
0.3,0.4,high,2,SMOTE,RandomForest,0.8813345036852938,0.8777538251222462,0.8296703296703297
0.3,0.4,high,2,SepAware-SMOTE,LogisticRegression,0.5802860160687063,0.6895439518390338,0.5896805896805897
0.3,0.4,high,2,SepAware-SMOTE,RandomForest,0.8934442348810039,0.8589426228374659,0.7964071856287425
0.3,0.4,high,3,Real only,LogisticRegression,0.4975469642641295,0.573917242554711,0.33460076045627374
0.3,0.4,high,3,Real only,RandomForest,0.8431637566911351,0.8074701578744705,0.7169811320754716
0.3,0.4,high,3,Random oversampling,LogisticRegression,0.4925063824773925,0.7013333333333334,0.6266666666666667
0.3,0.4,high,3,Random oversampling,RandomForest,0.8352299018890361,0.8248316269517684,0.7521367521367521
0.3,0.4,high,3,SMOTE,LogisticRegression,0.48988030714078684,0.7038217696946629,0.6278026905829597
0.3,0.4,high,3,SMOTE,RandomForest,0.8455526245247126,0.8230923457954947,0.7540983606557377
0.3,0.4,high,3,SepAware-SMOTE,LogisticRegression,0.48605062370175467,0.6922901589834178,0.6086956521739131
0.3,0.4,high,3,SepAware-SMOTE,RandomForest,0.840559281530498,0.8194254445964433,0.7411764705882353
0.3,0.4,high,4,Real only,LogisticRegression,0.43976037917163013,0.4823976426799007,0.14423076923076922
0.3,0.4,high,4,Real only,RandomForest,0.8165181253230649,0.7555200196814073,0.6267605633802817
0.3,0.4,high,4,Random oversampling,LogisticRegression,0.41794274550074295,0.5550657077799523,0.4608879492600423
0.3,0.4,high,4,Random oversampling,RandomForest,0.8135170298915011,0.7860259565898411,0.6890243902439024
0.3,0.4,high,4,SMOTE,LogisticRegression,0.4132111480716227,0.5684765702658138,0.4721030042918455
0.3,0.4,high,4,SMOTE,RandomForest,0.8024314479730161,0.7926167537474957,0.7065527065527065
0.3,0.4,high,4,SepAware-SMOTE,LogisticRegression,0.4057266480857399,0.572014714204867,0.4692982456140351
0.3,0.4,high,4,SepAware-SMOTE,RandomForest,0.7917561283387307,0.7567931127253161,0.6412698412698413
0.3,0.4,high,5,Real only,LogisticRegression,0.39819564933831997,0.4448381762343492,0.0784313725490196
0.3,0.4,high,5,Real only,RandomForest,0.7660449188514572,0.7142182242031606,0.5622775800711743
0.3,0.4,high,5,Random oversampling,LogisticRegression,0.38154254460891396,0.5660391398169506,0.45393258426966293
0.3,0.4,high,5,Random oversampling,RandomForest,0.7737317525192182,0.7801164414819322,0.6826347305389222
0.3,0.4,high,5,SMOTE,LogisticRegression,0.3748235894894647,0.5232994738638638,0.4104803493449782
0.3,0.4,high,5,SMOTE,RandomForest,0.7394136232502406,0.7603706267639384,0.6629213483146067
0.3,0.4,high,5,SepAware-SMOTE,LogisticRegression,0.39219562014507103,0.5397835544529537,0.4155251141552511
0.3,0.4,high,5,SepAware-SMOTE,RandomForest,0.7575881534092045,0.7498870288050274,0.636085626911315
0.3,0.4,high,6,Real only,LogisticRegression,0.5218958244171388,0.5680736719623671,0.29955947136563876
0.3,0.4,high,6,Real only,RandomForest,0.8702652950322455,0.8141565509815779,0.7218543046357616
0.3,0.4,high,6,Random oversampling,LogisticRegression,0.4725578671098459,0.576152445004904,0.4829059829059829
0.3,0.4,high,6,Random oversampling,RandomForest,0.8869893158254626,0.8673248262465514,0.8104956268221575
0.3,0.4,high,6,SMOTE,LogisticRegression,0.48913643871346413,0.5932371250707413,0.4956140350877193
0.3,0.4,high,6,SMOTE,RandomForest,0.8603266421114197,0.8351736706689536,0.7670454545454546
0.3,0.4,high,6,SepAware-SMOTE,LogisticRegression,0.4929959206415344,0.5971226487529772,0.48498845265588914
0.3,0.4,high,6,SepAware-SMOTE,RandomForest,0.8599772802787701,0.8417633668313809,0.7710843373493976
0.3,0.4,high,7,Real only,LogisticRegression,0.5583481907416139,0.6162997152038259,0.4059040590405904
0.3,0.4,high,7,Real only,RandomForest,0.8038286807082011,0.7709116541353384,0.6578947368421053
0.3,0.4,high,7,Random oversampling,LogisticRegression,0.5266775000191884,0.6091024122724469,0.5302713987473904
0.3,0.4,high,7,Random oversampling,RandomForest,0.8002446670482728,0.8067721751932277,0.7307692307692307
0.3,0.4,high,7,SMOTE,LogisticRegression,0.546892376951477,0.6213444327358011,0.5336225596529284
0.3,0.4,high,7,SMOTE,RandomForest,0.7556189265352187,0.7835572522436329,0.7103274559193955
0.3,0.4,high,7,SepAware-SMOTE,LogisticRegression,0.544293885779181,0.6224850977036,0.5237020316027088
0.3,0.4,high,7,SepAware-SMOTE,RandomForest,0.7701151743004434,0.8019834986248855,0.7211267605633803
0.3,0.4,high,8,Real only,LogisticRegression,0.3830148000376867,0.47256353655916084,0.1262135922330097
0.3,0.4,high,8,Real only,RandomForest,0.8391515083249522,0.7999812716546493,0.6983050847457627
0.3,0.4,high,8,Random oversampling,LogisticRegression,0.34310452040674855,0.5224957555178268,0.40789473684210525
0.3,0.4,high,8,Random oversampling,RandomForest,0.814832722898494,0.8305224867724867,0.7559523809523809
0.3,0.4,high,8,SMOTE,LogisticRegression,0.36614708787744304,0.5107873156653644,0.39826839826839827
0.3,0.4,high,8,SMOTE,RandomForest,0.8203447747655968,0.84424090739656,0.7808988764044944
0.3,0.4,high,8,SepAware-SMOTE,LogisticRegression,0.36918630551971104,0.5234899525541349,0.4146868250539957
0.3,0.4,high,8,SepAware-SMOTE,RandomForest,0.7982697502889566,0.7995604395604397,0.7076923076923077
0.3,0.4,high,9,Real only,LogisticRegression,0.42945863166002585,0.4589166034719518,0.09278350515463918
0.3,0.4,high,9,Real only,RandomForest,0.7829714328490445,0.7334643734643735,0.5890909090909091
0.3,0.4,high,9,Random oversampling,LogisticRegression,0.3788626634560164,0.5516323385175844,0.452991452991453
0.3,0.4,high,9,Random oversampling,RandomForest,0.7979088225290547,0.7766195085629188,0.6708860759493671
0.3,0.4,high,9,SMOTE,LogisticRegression,0.3599514357593301,0.525039797489496,0.4276729559748428
0.3,0.4,high,9,SMOTE,RandomForest,0.7687066922540835,0.7864225781845919,0.6956521739130435
0.3,0.4,high,9,SepAware-SMOTE,LogisticRegression,0.4161247640458607,0.5347816545973229,0.43010752688172044
0.3,0.4,high,9,SepAware-SMOTE,RandomForest,0.7958275451626134,0.7644355277328541,0.6517571884984026
0.3,1.0,moderate,0,Real only,LogisticRegression,0.5405506298203674,0.6376467549633659,0.44982698961937717
0.3,1.0,moderate,0,Real only,RandomForest,0.8575670836425031,0.8338068181818181,0.75625
0.3,1.0,moderate,0,Random oversampling,LogisticRegression,0.5265030802592566,0.6389174969909792,0.5221674876847291
0.3,1.0,moderate,0,Random oversampling,RandomForest,0.8591654117576596,0.8517450014024122,0.7909604519774012
0.3,1.0,moderate,0,SMOTE,LogisticRegression,0.5309195586490326,0.6394668592831056,0.5210918114143921
0.3,1.0,moderate,0,SMOTE,RandomForest,0.8538168358650998,0.8518913474925205,0.7933884297520661
0.3,1.0,moderate,0,SepAware-SMOTE,LogisticRegression,0.5376887875245009,0.6395777911267485,0.5116279069767442
0.3,1.0,moderate,0,SepAware-SMOTE,RandomForest,0.8611658208239674,0.8515128400711924,0.7884057971014493
0.3,1.0,moderate,1,Real only,LogisticRegression,0.7377136266483554,0.7259876766944545,0.5935483870967742
0.3,1.0,moderate,1,Real only,RandomForest,0.8598315664328162,0.8441497443415327,0.7711598746081505
0.3,1.0,moderate,1,Random oversampling,LogisticRegression,0.7246285745642956,0.7546808822749135,0.6733167082294265
0.3,1.0,moderate,1,Random oversampling,RandomForest,0.8528659520945773,0.858345475149749,0.7988505747126436
0.3,1.0,moderate,1,SMOTE,LogisticRegression,0.7216500339286472,0.745632738562825,0.6616915422885572
0.3,1.0,moderate,1,SMOTE,RandomForest,0.8446501015652907,0.8417700655335645,0.7790055248618785
0.3,1.0,moderate,1,SepAware-SMOTE,LogisticRegression,0.738138903072753,0.7496790757381258,0.6578947368421053
0.3,1.0,moderate,1,SepAware-SMOTE,RandomForest,0.8576838841955509,0.836420889052468,0.7660818713450293
0.3,1.0,moderate,2,Real only,LogisticRegression,0.9181330803670499,0.8998277036502784,0.8587570621468926
0.3,1.0,moderate,2,Real only,RandomForest,0.9791312993857623,0.9386578333946755,0.9122807017543859
0.3,1.0,moderate,2,Random oversampling,LogisticRegression,0.9023972481553604,0.8904157902029197,0.8527918781725888
0.3,1.0,moderate,2,Random oversampling,RandomForest,0.9751044055495421,0.9408486250591513,0.9175824175824175
0.3,1.0,moderate,2,SMOTE,LogisticRegression,0.911341925803581,0.8933522929257021,0.8556701030927835
0.3,1.0,moderate,2,SMOTE,RandomForest,0.9705940568600653,0.9410307819318315,0.9180327868852459
0.3,1.0,moderate,2,SepAware-SMOTE,LogisticRegression,0.9177185743936571,0.9008010477484107,0.8632707774798928
0.3,1.0,moderate,2,SepAware-SMOTE,RandomForest,0.9752518793158668,0.9456374014677902,0.9230769230769231
0.3,1.0,moderate,3,Real only,LogisticRegression,0.9064623155865754,0.8959801904412992,0.8555858310626703
0.3,1.0,moderate,3,Real only,RandomForest,0.9440691303161848,0.9059921660138345,0.8676056338028169
0.3,1.0,moderate,3,Random oversampling,LogisticRegression,0.9031748843423059,0.9075399009356082,0.8759493670886076
0.3,1.0,moderate,3,Random oversampling,RandomForest,0.9439626165445681,0.9218495604037773,0.8918918918918919
0.3,1.0,moderate,3,SMOTE,LogisticRegression,0.9042238702966013,0.9014952515659729,0.8673469387755102
0.3,1.0,moderate,3,SMOTE,RandomForest,0.9352126478230689,0.9044085850194596,0.8679245283018868
0.3,1.0,moderate,3,SepAware-SMOTE,LogisticRegression,0.9039347161472769,0.9119178921568627,0.8802083333333334
0.3,1.0,moderate,3,SepAware-SMOTE,RandomForest,0.9400999125873679,0.907472725781314,0.8712328767123287
0.3,1.0,moderate,4,Real only,LogisticRegression,0.6978435428806768,0.7024508652415629,0.5521885521885522
0.3,1.0,moderate,4,Real only,RandomForest,0.928666320450543,0.8783284851197135,0.823170731707317
0.3,1.0,moderate,4,Random oversampling,LogisticRegression,0.6749196065776505,0.7211497211497211,0.6486486486486487
0.3,1.0,moderate,4,Random oversampling,RandomForest,0.9257584608781255,0.8958208117962896,0.8531073446327684
0.3,1.0,moderate,4,SMOTE,LogisticRegression,0.6791514154880189,0.7165071770334928,0.6409090909090909
0.3,1.0,moderate,4,SMOTE,RandomForest,0.9159057741915044,0.8801853133819693,0.8314606741573034
0.3,1.0,moderate,4,SepAware-SMOTE,LogisticRegression,0.6786812450904519,0.7283373511668033,0.645933014354067
0.3,1.0,moderate,4,SepAware-SMOTE,RandomForest,0.9206870185217925,0.8850889192886457,0.8352941176470589
0.3,1.0,moderate,5,Real only,LogisticRegression,0.586922495003573,0.6471579735930331,0.46779661016949153
0.3,1.0,moderate,5,Real only,RandomForest,0.8335346183383359,0.808,0.72
0.3,1.0,moderate,5,Random oversampling,LogisticRegression,0.5649412363524062,0.6812144212523719,0.5882352941176471
0.3,1.0,moderate,5,Random oversampling,RandomForest,0.8376807173662846,0.8236919694003215,0.7534626038781164
0.3,1.0,moderate,5,SMOTE,LogisticRegression,0.5642927544837762,0.6775711574952561,0.5835294117647059
0.3,1.0,moderate,5,SMOTE,RandomForest,0.8273594411935714,0.8366007710606185,0.7726027397260274
0.3,1.0,moderate,5,SepAware-SMOTE,LogisticRegression,0.5794910143731172,0.6717348903773812,0.5672371638141809
0.3,1.0,moderate,5,SepAware-SMOTE,RandomForest,0.8353919777299367,0.8127510495001662,0.7350427350427351
0.3,1.0,moderate,6,Real only,LogisticRegression,0.7024344441987803,0.7215233163153137,0.5957446808510638
0.3,1.0,moderate,6,Real only,RandomForest,0.9566033629833893,0.9203948957479309,0.8862973760932945
0.3,1.0,moderate,6,Random oversampling,LogisticRegression,0.687357275640772,0.7337580237307917,0.6556603773584906
0.3,1.0,moderate,6,Random oversampling,RandomForest,0.9570327454884786,0.9229835006961107,0.8925619834710744
0.3,1.0,moderate,6,SMOTE,LogisticRegression,0.6865727576921339,0.7316465401571786,0.6524822695035462
0.3,1.0,moderate,6,SMOTE,RandomForest,0.9604408467756811,0.9273823971005295,0.8991825613079019
0.3,1.0,moderate,6,SepAware-SMOTE,LogisticRegression,0.6994149874104485,0.7378784264030165,0.6535626535626535
0.3,1.0,moderate,6,SepAware-SMOTE,RandomForest,0.954560736211632,0.9185211927702464,0.8857938718662952
0.3,1.0,moderate,7,Real only,LogisticRegression,0.8124052293744122,0.8121205795305708,0.7335243553008596
0.3,1.0,moderate,7,Real only,RandomForest,0.9407086134938808,0.9166666666666666,0.8833333333333333
0.3,1.0,moderate,7,Random oversampling,LogisticRegression,0.8044132382559871,0.7907463380609161,0.7272727272727273
0.3,1.0,moderate,7,Random oversampling,RandomForest,0.9480640355997264,0.9325103885794723,0.9076517150395779
0.3,1.0,moderate,7,SMOTE,LogisticRegression,0.8116156999817667,0.7914045121849915,0.7263922518159807
0.3,1.0,moderate,7,SMOTE,RandomForest,0.9246024441465863,0.9034488085582976,0.8677248677248677
0.3,1.0,moderate,7,SepAware-SMOTE,LogisticRegression,0.8151346880437415,0.7889106481813002,0.7196029776674938
0.3,1.0,moderate,7,SepAware-SMOTE,RandomForest,0.9343678913685647,0.9211315000788685,0.8901098901098901
0.3,1.0,moderate,8,Real only,LogisticRegression,0.5880829323107939,0.6756043267671175,0.5117845117845118
0.3,1.0,moderate,8,Real only,RandomForest,0.897329822861877,0.8914375646509787,0.844574780058651
0.3,1.0,moderate,8,Random oversampling,LogisticRegression,0.5569785578133231,0.6426401095661796,0.5407925407925408
0.3,1.0,moderate,8,Random oversampling,RandomForest,0.9074628553235383,0.897655782281072,0.8555240793201133
0.3,1.0,moderate,8,SMOTE,LogisticRegression,0.5768059948178968,0.6549741230592294,0.5531914893617021
0.3,1.0,moderate,8,SMOTE,RandomForest,0.9087219065204947,0.8977866886818414,0.8579234972677595
0.3,1.0,moderate,8,SepAware-SMOTE,LogisticRegression,0.5763113444674461,0.6686974972391457,0.5615763546798029
0.3,1.0,moderate,8,SepAware-SMOTE,RandomForest,0.9138728621141028,0.9016692810151477,0.8611898016997167
0.3,1.0,moderate,9,Real only,LogisticRegression,0.6843245088277939,0.6962294760882339,0.5448504983388704
0.3,1.0,moderate,9,Real only,RandomForest,0.8954967648338781,0.8429642761176581,0.7720364741641338
0.3,1.0,moderate,9,Random oversampling,LogisticRegression,0.6461593828210548,0.7030869955103154,0.6224256292906178
0.3,1.0,moderate,9,Random oversampling,RandomForest,0.8982168631282045,0.8487241072731857,0.7877094972067039
0.3,1.0,moderate,9,SMOTE,LogisticRegression,0.6510418199966781,0.6985645933014354,0.6181818181818182
0.3,1.0,moderate,9,SMOTE,RandomForest,0.8939390556601109,0.8641620867853335,0.810958904109589
0.3,1.0,moderate,9,SepAware-SMOTE,LogisticRegression,0.6749065339338889,0.6974688224814279,0.6062052505966588
0.3,1.0,moderate,9,SepAware-SMOTE,RandomForest,0.8968821183042935,0.8486893223735329,0.783625730994152
0.3,2.0,low,0,Real only,LogisticRegression,0.7732215274180377,0.7644355277328541,0.6517571884984026
0.3,2.0,low,0,Real only,RandomForest,0.959044658087726,0.9304788778472989,0.9005847953216374
0.3,2.0,low,0,Random oversampling,LogisticRegression,0.7672788537138004,0.748810364608467,0.6579634464751958
0.3,2.0,low,0,Random oversampling,RandomForest,0.9696022429753538,0.9458177670899792,0.9235127478753541
0.3,2.0,low,0,SMOTE,LogisticRegression,0.7694070706783364,0.7662459093034129,0.6774193548387096
0.3,2.0,low,0,SMOTE,RandomForest,0.9651057354831435,0.937583683166722,0.9116809116809117
0.3,2.0,low,0,SepAware-SMOTE,LogisticRegression,0.7734586520260011,0.771461882160447,0.6796657381615598
0.3,2.0,low,0,SepAware-SMOTE,RandomForest,0.9644383413621859,0.9309607288381097,0.9017341040462428
0.3,2.0,low,1,Real only,LogisticRegression,0.9398421012500683,0.9304449206575274,0.9025069637883009
0.3,2.0,low,1,Real only,RandomForest,0.9276207567461355,0.9499958329860821,0.9295774647887324
0.3,2.0,low,1,Random oversampling,LogisticRegression,0.9412919239194887,0.9213833965568484,0.8929503916449086
0.3,2.0,low,1,Random oversampling,RandomForest,0.9151751021653158,0.9485752712984085,0.9281767955801105
0.3,2.0,low,1,SMOTE,LogisticRegression,0.9401115056273883,0.9207144721872169,0.8912466843501327
0.3,2.0,low,1,SMOTE,RandomForest,0.9295913198447339,0.9586580264129276,0.9424657534246575
0.3,2.0,low,1,SepAware-SMOTE,LogisticRegression,0.9405884231878909,0.9253056571136533,0.8961748633879781
0.3,2.0,low,1,SepAware-SMOTE,RandomForest,0.9316769097619517,0.9459954996249688,0.923943661971831
0.3,2.0,low,2,Real only,LogisticRegression,0.9966172203844554,0.9861765257659686,0.9807162534435262
0.3,2.0,low,2,Real only,RandomForest,0.99344045390435,0.9821144081690785,0.9749303621169917
0.3,2.0,low,2,Random oversampling,LogisticRegression,0.996318595537907,0.9765548681211331,0.9675675675675676
0.3,2.0,low,2,Random oversampling,RandomForest,0.9946545593890084,0.9882061563863663,0.9836065573770492
0.3,2.0,low,2,SMOTE,LogisticRegression,0.9965774355846231,0.9823897155939068,0.975609756097561
0.3,2.0,low,2,SMOTE,RandomForest,0.9944570468919037,0.9823362587541828,0.9754768392370572
0.3,2.0,low,2,SepAware-SMOTE,LogisticRegression,0.9966768786910223,0.9862193421376425,0.9808219178082191
0.3,2.0,low,2,SepAware-SMOTE,RandomForest,0.9943212189918598,0.9920885032766782,0.988950276243094
0.3,2.0,low,3,Real only,LogisticRegression,0.9673790869183145,0.9861765257659686,0.9807162534435262
0.3,2.0,low,3,Real only,RandomForest,0.9817825220878094,0.9802212581916956,0.9723756906077348
0.3,2.0,low,3,Random oversampling,LogisticRegression,0.9676807561672289,0.9803435939772771,0.9726775956284153
0.3,2.0,low,3,Random oversampling,RandomForest,0.9823948434436602,0.9842263000157736,0.978021978021978
0.3,2.0,low,3,SMOTE,LogisticRegression,0.9667539114235032,0.9803435939772771,0.9726775956284153
0.3,2.0,low,3,SMOTE,RandomForest,0.9833792097724626,0.9841770065533564,0.9779005524861878
0.3,2.0,low,3,SepAware-SMOTE,LogisticRegression,0.9638289603964656,0.9861765257659686,0.9807162534435262
0.3,2.0,low,3,SepAware-SMOTE,RandomForest,0.9827002167525236,0.9861765257659686,0.9807162534435262
0.3,2.0,low,4,Real only,LogisticRegression,0.9248796967897956,0.89616060493104,0.8539325842696629
0.3,2.0,low,4,Real only,RandomForest,0.9803845405636222,0.9701906802817974,0.958217270194986
0.3,2.0,low,4,Random oversampling,LogisticRegression,0.9242179146042613,0.88,0.84
0.3,2.0,low,4,Random oversampling,RandomForest,0.9805220408997125,0.9743278335653702,0.9641873278236914
0.3,2.0,low,4,SMOTE,LogisticRegression,0.9258705293404342,0.8848966113688183,0.8455696202531645
0.3,2.0,low,4,SMOTE,RandomForest,0.9802902308503805,0.9802828750197171,0.9725274725274725
0.3,2.0,low,4,SepAware-SMOTE,LogisticRegression,0.9274938680199384,0.8805003809445529,0.8388746803069054
0.3,2.0,low,4,SepAware-SMOTE,RandomForest,0.9823329047944351,0.9782773976322363,0.9696969696969697
0.3,2.0,low,5,Real only,LogisticRegression,0.8423534370578402,0.8369919582699413,0.7674418604651163
0.3,2.0,low,5,Real only,RandomForest,0.9443197855594313,0.9463432245072354,0.924791086350975
0.3,2.0,low,5,Random oversampling,LogisticRegression,0.8372557216393562,0.8503721991546029,0.8009950248756219
0.3,2.0,low,5,Random oversampling,RandomForest,0.9521616677054361,0.9412102842809364,0.9184782608695652
0.3,2.0,low,5,SMOTE,LogisticRegression,0.8396578752708199,0.8453296063358957,0.7950617283950617
0.3,2.0,low,5,SMOTE,RandomForest,0.9462255657970926,0.9374796483230219,0.9135135135135135
0.3,2.0,low,5,SepAware-SMOTE,LogisticRegression,0.8422367029068552,0.8556505223171891,0.8051282051282052
0.3,2.0,low,5,SepAware-SMOTE,RandomForest,0.9411610463328709,0.9408486250591513,0.9175824175824175
0.3,2.0,low,6,Real only,LogisticRegression,0.9280983562433655,0.8921667820437722,0.848314606741573
0.3,2.0,low,6,Real only,RandomForest,0.9840444647618822,0.9841770065533564,0.9779005524861878
0.3,2.0,low,6,Random oversampling,LogisticRegression,0.9271793020953486,0.8927196815468441,0.8564231738035264
0.3,2.0,low,6,Random oversampling,RandomForest,0.9874616664305238,0.9803435939772771,0.9726775956284153
0.3,2.0,low,6,SMOTE,LogisticRegression,0.9265254013173765,0.8889554598467335,0.8513853904282116
0.3,2.0,low,6,SMOTE,RandomForest,0.9816642562383318,0.9822820113198261,0.9753424657534246
0.3,2.0,low,6,SepAware-SMOTE,LogisticRegression,0.9262884017987753,0.8927696078431373,0.8541666666666666
0.3,2.0,low,6,SepAware-SMOTE,RandomForest,0.9862109264570098,0.9822269616991024,0.9752066115702479
0.3,2.0,low,7,Real only,LogisticRegression,0.9752015844643213,0.9440864795782523,0.9213483146067416
0.3,2.0,low,7,Real only,RandomForest,0.9818354159401488,0.9802828750197171,0.9725274725274725
0.3,2.0,low,7,Random oversampling,LogisticRegression,0.9759291483683912,0.9361848190775162,0.9124668435013262
0.3,2.0,low,7,Random oversampling,RandomForest,0.9889736567073009,0.9843227424749164,0.9782608695652174
0.3,2.0,low,7,SMOTE,LogisticRegression,0.9738304068567141,0.9356221082784116,0.9110512129380054
0.3,2.0,low,7,SMOTE,RandomForest,0.9845498999288671,0.9784763190592194,0.9701897018970189
0.3,2.0,low,7,SepAware-SMOTE,LogisticRegression,0.9753512635608736,0.9432557502470331,0.9214092140921409
0.3,2.0,low,7,SepAware-SMOTE,RandomForest,0.9891157648187565,0.9803435939772771,0.9726775956284153
0.3,2.0,low,8,Real only,LogisticRegression,0.8391953945331353,0.8288415561834384,0.7558139534883721
0.3,2.0,low,8,Real only,RandomForest,0.9651220520705697,0.9722222222222222,0.9611111111111111
0.3,2.0,low,8,Random oversampling,LogisticRegression,0.8322368394336404,0.8270655020739608,0.7688442211055276
0.3,2.0,low,8,Random oversampling,RandomForest,0.9637818630467377,0.9606871879545544,0.9453551912568307
0.3,2.0,low,8,SMOTE,LogisticRegression,0.8388775703843195,0.8228554198703453,0.7626262626262627
0.3,2.0,low,8,SMOTE,RandomForest,0.963159654732826,0.962595357230744,0.947945205479452
0.3,2.0,low,8,SepAware-SMOTE,LogisticRegression,0.8370642825533303,0.8360966579787182,0.7757255936675461
0.3,2.0,low,8,SepAware-SMOTE,RandomForest,0.9679494209466137,0.9623612069506304,0.9473684210526315
0.3,2.0,low,9,Real only,LogisticRegression,0.9298389211692238,0.8964954418184955,0.8547486033519553
0.3,2.0,low,9,Real only,RandomForest,0.9873612520126948,0.9624791413647719,0.9476584022038568
