prevalence,class_sep,overlap,seed,method,classifier,auprc,macro_f1,minority_f1
0.05,0.4,high,3,SepAware-SMOTE,RandomForest,0.3279086284177613,0.595959595959596,0.2222222222222222
0.05,0.4,high,4,Real only,LogisticRegression,0.15389359942323463,0.5108252559108615,0.05263157894736842
0.05,0.4,high,4,Real only,RandomForest,0.16828408417542645,0.5108252559108615,0.05263157894736842
0.05,0.4,high,4,Random oversampling,LogisticRegression,0.14473342111354257,0.4372643106487806,0.13620071684587814
0.05,0.4,high,4,Random oversampling,RandomForest,0.23094549794019478,0.5328184515667418,0.0975609756097561
0.05,0.4,high,4,SMOTE,LogisticRegression,0.1318924224442558,0.42792429920726655,0.12186379928315412
0.05,0.4,high,4,SMOTE,RandomForest,0.2409082656908188,0.6014252068361616,0.2413793103448276
0.05,0.4,high,4,SepAware-SMOTE,LogisticRegression,0.1395452431732759,0.47253674660665307,0.15254237288135594
0.05,0.4,high,4,SepAware-SMOTE,RandomForest,0.26764318181049873,0.5778979316998654,0.18604651162790697
0.05,0.4,high,5,Real only,LogisticRegression,0.09212666617924092,0.48409286328460877,0.0
0.05,0.4,high,5,Real only,RandomForest,0.21656758102848722,0.48409286328460877,0.0
0.05,0.4,high,5,Random oversampling,LogisticRegression,0.09128964543598218,0.4657381637843946,0.17100371747211895
0.05,0.4,high,5,Random oversampling,RandomForest,0.22163603383469266,0.4836488812392427,0.0
0.05,0.4,high,5,SMOTE,LogisticRegression,0.08815939732761824,0.46674566730854694,0.16279069767441862
0.05,0.4,high,5,SMOTE,RandomForest,0.18173356850149572,0.5946788609436707,0.23529411764705882
0.05,0.4,high,5,SepAware-SMOTE,LogisticRegression,0.08336060335332202,0.4640453039854685,0.1469387755102041
0.05,0.4,high,5,SepAware-SMOTE,RandomForest,0.17451091710475203,0.5065383666419936,0.047619047619047616
0.05,0.4,high,6,Real only,LogisticRegression,0.09288397248086037,0.4854202401372213,0.0
0.05,0.4,high,6,Real only,RandomForest,0.3834149748485465,0.5418098510882016,0.1111111111111111
0.05,0.4,high,6,Random oversampling,LogisticRegression,0.07319550124452251,0.42039252306354746,0.09774436090225563
0.05,0.4,high,6,Random oversampling,RandomForest,0.3461087767496119,0.5677534800492667,0.16216216216216217
0.05,0.4,high,6,SMOTE,LogisticRegression,0.09563149960859241,0.4221056721056721,0.09848484848484848
0.05,0.4,high,6,SMOTE,RandomForest,0.19465864743715508,0.6006757794501613,0.23529411764705882
0.05,0.4,high,6,SepAware-SMOTE,LogisticRegression,0.08280389467280974,0.4696946608092163,0.1506276150627615
0.05,0.4,high,6,SepAware-SMOTE,RandomForest,0.33477100593474096,0.6120689655172413,0.25
0.05,0.4,high,7,Real only,LogisticRegression,0.17045518083235817,0.48586118251928023,0.0
0.05,0.4,high,7,Real only,RandomForest,0.2387717527739582,0.48586118251928023,0.0
0.05,0.4,high,7,Random oversampling,LogisticRegression,0.12346064776924225,0.44745830821780186,0.12698412698412698
0.05,0.4,high,7,Random oversampling,RandomForest,0.19040815230402225,0.5144083384426732,0.05714285714285714
0.05,0.4,high,7,SMOTE,LogisticRegression,0.11364145890330324,0.4424352019288728,0.11904761904761904
0.05,0.4,high,7,SMOTE,RandomForest,0.16755439878129058,0.5712584358872569,0.18181818181818182
0.05,0.4,high,7,SepAware-SMOTE,LogisticRegression,0.1060840515606261,0.4435712450855325,0.1087866108786611
0.05,0.4,high,7,SepAware-SMOTE,RandomForest,0.26320521422741644,0.5398666077943808,0.10810810810810811
0.05,0.4,high,8,Real only,LogisticRegression,0.12879349275361915,0.48409286328460877,0.0
0.05,0.4,high,8,Real only,RandomForest,0.4375175120576519,0.5362088385344199,0.10256410256410256
0.05,0.4,high,8,Random oversampling,LogisticRegression,0.08308920890031271,0.41770186335403725,0.10714285714285714
0.05,0.4,high,8,Random oversampling,RandomForest,0.38921011370727215,0.595959595959596,0.2222222222222222
0.05,0.4,high,8,SMOTE,LogisticRegression,0.08382467419788527,0.42883003792194013,0.1223021582733813
0.05,0.4,high,8,SMOTE,RandomForest,0.3169064628893337,0.6570359592600291,0.35294117647058826
0.05,0.4,high,8,SepAware-SMOTE,LogisticRegression,0.1227480099331231,0.45339820906049144,0.13545816733067728
0.05,0.4,high,8,SepAware-SMOTE,RandomForest,0.4067628825715531,0.6421356421356421,0.3111111111111111
0.05,0.4,high,9,Real only,LogisticRegression,0.06675354411244441,0.48497854077253216,0.0
0.05,0.4,high,9,Real only,RandomForest,0.2638469975062211,0.48497854077253216,0.0
0.05,0.4,high,9,Random oversampling,LogisticRegression,0.06224965455449562,0.4388043884051688,0.12734082397003746
0.05,0.4,high,9,Random oversampling,RandomForest,0.231026105584202,0.5108252559108615,0.05263157894736842
0.05,0.4,high,9,SMOTE,LogisticRegression,0.06597102303370087,0.43535188216039283,0.11538461538461539
0.05,0.4,high,9,SMOTE,RandomForest,0.14625147424349272,0.5558553075290751,0.1509433962264151
0.05,0.4,high,9,SepAware-SMOTE,LogisticRegression,0.06429873678590747,0.4487959282302692,0.11715481171548117
0.05,0.4,high,9,SepAware-SMOTE,RandomForest,0.1914694446558794,0.48409286328460877,0.0
0.05,1.0,moderate,0,Real only,LogisticRegression,0.15004639710205742,0.4845360824742268,0.0
0.05,1.0,moderate,0,Real only,RandomForest,0.4325484479674289,0.48497854077253216,0.0
0.05,1.0,moderate,0,Random oversampling,LogisticRegression,0.13145907253602898,0.49001389644673704,0.17467248908296942
0.05,1.0,moderate,0,Random oversampling,RandomForest,0.4122839265660463,0.6085776215829457,0.24390243902439024
0.05,1.0,moderate,0,SMOTE,LogisticRegression,0.12496215372961911,0.4823747680890538,0.15454545454545454
0.05,1.0,moderate,0,SMOTE,RandomForest,0.27320918036489616,0.6312329645662978,0.30303030303030304
0.05,1.0,moderate,0,SepAware-SMOTE,LogisticRegression,0.14025118994637115,0.513203214695752,0.18461538461538463
0.05,1.0,moderate,0,SepAware-SMOTE,RandomForest,0.41535042087328505,0.6052306933135949,0.23809523809523808
0.05,1.0,moderate,1,Real only,LogisticRegression,0.43330704411187476,0.6421356421356421,0.3111111111111111
0.05,1.0,moderate,1,Real only,RandomForest,0.42230230150395925,0.5989304812834224,0.22727272727272727
0.05,1.0,moderate,1,Random oversampling,LogisticRegression,0.419504072597719,0.5533955076842243,0.2608695652173913
0.05,1.0,moderate,1,Random oversampling,RandomForest,0.40840807878051705,0.6243478260869566,0.28
0.05,1.0,moderate,1,SMOTE,LogisticRegression,0.3954477224486845,0.5718428470932381,0.28426395939086296
0.05,1.0,moderate,1,SMOTE,RandomForest,0.311572524281731,0.6942222222222222,0.4266666666666667
0.05,1.0,moderate,1,SepAware-SMOTE,LogisticRegression,0.42599069222403596,0.6029863855950812,0.3151515151515151
0.05,1.0,moderate,1,SepAware-SMOTE,RandomForest,0.38762047929800997,0.6738933510477686,0.3793103448275862
0.05,1.0,moderate,2,Real only,LogisticRegression,0.551898335836187,0.7543859649122807,0.5333333333333333
0.05,1.0,moderate,2,Real only,RandomForest,0.6902431997584808,0.6590837349270818,0.34146341463414637
0.05,1.0,moderate,2,Random oversampling,LogisticRegression,0.43696542025643503,0.6377556263487822,0.36486486486486486
0.05,1.0,moderate,2,Random oversampling,RandomForest,0.6781935234715538,0.7704347826086957,0.56
0.05,1.0,moderate,2,SMOTE,LogisticRegression,0.4619387178969255,0.6497998365732571,0.3795620437956204
0.05,1.0,moderate,2,SMOTE,RandomForest,0.6614021188228385,0.780413419179939,0.5846153846153846
0.05,1.0,moderate,2,SepAware-SMOTE,LogisticRegression,0.4899801980456372,0.6973091294644765,0.4485981308411215
0.05,1.0,moderate,2,SepAware-SMOTE,RandomForest,0.6428267283753627,0.7495652173913043,0.52
0.05,1.0,moderate,3,Real only,LogisticRegression,0.445337105757085,0.6243478260869566,0.28
0.05,1.0,moderate,3,Real only,RandomForest,0.6664660127484536,0.6932997798049702,0.4090909090909091
0.05,1.0,moderate,3,Random oversampling,LogisticRegression,0.4141934809896442,0.6536987916298261,0.3974358974358974
0.05,1.0,moderate,3,Random oversampling,RandomForest,0.6101097386701154,0.6825884400757692,0.39215686274509803
0.05,1.0,moderate,3,SMOTE,LogisticRegression,0.39534787591473275,0.6555023923444976,0.4
0.05,1.0,moderate,3,SMOTE,RandomForest,0.5484444654362629,0.7679611771603938,0.5633802816901409
0.05,1.0,moderate,3,SepAware-SMOTE,LogisticRegression,0.42786501629252294,0.7382960162838035,0.5263157894736842
0.05,1.0,moderate,3,SepAware-SMOTE,RandomForest,0.6016803297771343,0.7030666052321712,0.43137254901960786
0.05,1.0,moderate,4,Real only,LogisticRegression,0.30715367914109337,0.5362088385344199,0.10256410256410256
0.05,1.0,moderate,4,Real only,RandomForest,0.34612312732461026,0.5580715082388097,0.14634146341463414
0.05,1.0,moderate,4,Random oversampling,LogisticRegression,0.26090528425047577,0.49895941052012166,0.1991701244813278
0.05,1.0,moderate,4,Random oversampling,RandomForest,0.47007886105497393,0.6527777777777778,0.3333333333333333
0.05,1.0,moderate,4,SMOTE,LogisticRegression,0.24432507547125412,0.5018410223088585,0.19298245614035087
0.05,1.0,moderate,4,SMOTE,RandomForest,0.49064945787631936,0.7285243358541788,0.48148148148148145
0.05,1.0,moderate,4,SepAware-SMOTE,LogisticRegression,0.22773619438417306,0.5336686888749756,0.2087912087912088
0.05,1.0,moderate,4,SepAware-SMOTE,RandomForest,0.4780887134653377,0.6383090950192148,0.30434782608695654
0.05,1.0,moderate,5,Real only,LogisticRegression,0.21809728113792123,0.48320413436692505,0.0
0.05,1.0,moderate,5,Real only,RandomForest,0.6260021894557111,0.5108252559108615,0.05263157894736842
0.05,1.0,moderate,5,Random oversampling,LogisticRegression,0.2120922982525666,0.5331873232025688,0.2445414847161572
0.05,1.0,moderate,5,Random oversampling,RandomForest,0.5858314571754316,0.691483891558361,0.40816326530612246
0.05,1.0,moderate,5,SMOTE,LogisticRegression,0.1890478382685748,0.5345869803691174,0.242152466367713
0.05,1.0,moderate,5,SMOTE,RandomForest,0.4964140918104033,0.7285936517393174,0.49382716049382713
0.05,1.0,moderate,5,SepAware-SMOTE,LogisticRegression,0.19140442108671024,0.55,0.25
0.05,1.0,moderate,5,SepAware-SMOTE,RandomForest,0.5357642796884665,0.6783704100777271,0.38461538461538464
0.05,1.0,moderate,6,Real only,LogisticRegression,0.2848368367208676,0.5144083384426732,0.05714285714285714
0.05,1.0,moderate,6,Real only,RandomForest,0.6098357007120253,0.6590837349270818,0.34146341463414637
0.05,1.0,moderate,6,Random oversampling,LogisticRegression,0.15872197976152427,0.5093795093795094,0.19047619047619047
0.05,1.0,moderate,6,Random oversampling,RandomForest,0.5839042630515461,0.6984985226427609,0.4186046511627907
0.05,1.0,moderate,6,SMOTE,LogisticRegression,0.17946607123212097,0.5304496300512237,0.21428571428571427
0.05,1.0,moderate,6,SMOTE,RandomForest,0.5334055654262125,0.7377622377622377,0.5
0.05,1.0,moderate,6,SepAware-SMOTE,LogisticRegression,0.22340378161777485,0.5713003279369286,0.25477707006369427
0.05,1.0,moderate,6,SepAware-SMOTE,RandomForest,0.608667085489871,0.6743784044541818,0.37209302325581395
0.05,1.0,moderate,7,Real only,LogisticRegression,0.4425579782596426,0.5956403523041529,0.21621621621621623
0.05,1.0,moderate,7,Real only,RandomForest,0.5715597370485637,0.6120689655172413,0.25
0.05,1.0,moderate,7,Random oversampling,LogisticRegression,0.3616652515535982,0.5551219512195122,0.24
0.05,1.0,moderate,7,Random oversampling,RandomForest,0.7008500371426739,0.8121739130434782,0.64
0.05,1.0,moderate,7,SMOTE,LogisticRegression,0.336914564848838,0.5626696663777914,0.2485207100591716
0.05,1.0,moderate,7,SMOTE,RandomForest,0.5990916890964227,0.7668360223952562,0.5573770491803278
0.05,1.0,moderate,7,SepAware-SMOTE,LogisticRegression,0.37037427100542597,0.6146495817538143,0.3050847457627119
0.05,1.0,moderate,7,SepAware-SMOTE,RandomForest,0.6608070841771765,0.7849792658577792,0.5882352941176471
0.05,1.0,moderate,8,Real only,LogisticRegression,0.2265900357835178,0.5097064864506725,0.05128205128205128
0.05,1.0,moderate,8,Real only,RandomForest,0.5482095216583353,0.5108252559108615,0.05263157894736842
0.05,1.0,moderate,8,Random oversampling,LogisticRegression,0.1912187653890829,0.48556142396597846,0.18032786885245902
0.05,1.0,moderate,8,Random oversampling,RandomForest,0.6869323971955054,0.683520458141813,0.391304347826087
0.05,1.0,moderate,8,SMOTE,LogisticRegression,0.18977563694230334,0.48756879863351676,0.18181818181818182
0.05,1.0,moderate,8,SMOTE,RandomForest,0.59813205773828,0.785431338028169,0.59375
0.05,1.0,moderate,8,SepAware-SMOTE,LogisticRegression,0.21364332153377827,0.5359477124183006,0.2111111111111111
0.05,1.0,moderate,8,SepAware-SMOTE,RandomForest,0.6319466070419422,0.6789134727168717,0.3829787234042553
0.05,1.0,moderate,9,Real only,LogisticRegression,0.21313847730759566,0.5398666077943808,0.10810810810810811
0.05,1.0,moderate,9,Real only,RandomForest,0.4185409799547323,0.5398666077943808,0.10810810810810811
0.05,1.0,moderate,9,Random oversampling,LogisticRegression,0.18691717116229317,0.5015659613474907,0.1792452830188679
0.05,1.0,moderate,9,Random oversampling,RandomForest,0.4657798390144992,0.6789134727168717,0.3829787234042553
0.05,1.0,moderate,9,SMOTE,LogisticRegression,0.20305549127030068,0.5205294766515505,0.2048780487804878
0.05,1.0,moderate,9,SMOTE,RandomForest,0.4539208476990768,0.7155268519586361,0.463768115942029
0.05,1.0,moderate,9,SepAware-SMOTE,LogisticRegression,0.21388599857027116,0.5633936970141572,0.24539877300613497
0.05,1.0,moderate,9,SepAware-SMOTE,RandomForest,0.41214840037868594,0.6702069185623859,0.3673469387755102
0.05,2.0,low,0,Real only,LogisticRegression,0.47203327890564306,0.701057371150191,0.425531914893617
0.05,2.0,low,0,Real only,RandomForest,0.7986792167189679,0.8254799301919721,0.6666666666666666
0.05,2.0,low,0,Random oversampling,LogisticRegression,0.40416651984171004,0.5751916376306621,0.2742857142857143
0.05,2.0,low,0,Random oversampling,RandomForest,0.8085048010380069,0.8877358626347529,0.7868852459016393
0.05,2.0,low,0,SMOTE,LogisticRegression,0.3984213190919165,0.5786285274593743,0.267515923566879
0.05,2.0,low,0,SMOTE,RandomForest,0.7450573397470428,0.8596965287881937,0.7352941176470589
0.05,2.0,low,0,SepAware-SMOTE,LogisticRegression,0.468533442626259,0.6575087484178394,0.3783783783783784
0.05,2.0,low,0,SepAware-SMOTE,RandomForest,0.7923839260247925,0.8771929824561404,0.7666666666666667
0.05,2.0,low,1,Real only,LogisticRegression,0.7377956803439544,0.8576035515349499,0.7301587301587301
0.05,2.0,low,1,Real only,RandomForest,0.7235808989262649,0.8639378649583309,0.7419354838709677
0.05,2.0,low,1,Random oversampling,LogisticRegression,0.7221357199659736,0.6744438415626696,0.42105263157894735
0.05,2.0,low,1,Random oversampling,RandomForest,0.6985502438779961,0.8498241361594498,0.7164179104477612
0.05,2.0,low,1,SMOTE,LogisticRegression,0.7121190038323999,0.6786609444511886,0.42748091603053434
0.05,2.0,low,1,SMOTE,RandomForest,0.682779780018536,0.8482932996207333,0.7142857142857143
0.05,2.0,low,1,SepAware-SMOTE,LogisticRegression,0.7478443632726985,0.776330246429132,0.5869565217391305
0.05,2.0,low,1,SepAware-SMOTE,RandomForest,0.6800786587412094,0.8292104371399526,0.676923076923077
0.05,2.0,low,2,Real only,LogisticRegression,0.8622257623169417,0.9149611655989569,0.8387096774193549
0.05,2.0,low,2,Real only,RandomForest,0.8271432233511966,0.8876123876123876,0.7857142857142857
0.05,2.0,low,2,Random oversampling,LogisticRegression,0.8641299623853811,0.7547292889758643,0.5523809523809524
0.05,2.0,low,2,Random oversampling,RandomForest,0.8557219035734617,0.9197849047074377,0.847457627118644
0.05,2.0,low,2,SMOTE,LogisticRegression,0.862000363808202,0.7743098560537253,0.5858585858585859
0.05,2.0,low,2,SMOTE,RandomForest,0.8706064699364212,0.9089759797724399,0.8285714285714286
0.05,2.0,low,2,SepAware-SMOTE,LogisticRegression,0.8636949275855802,0.8938053097345133,0.8
0.05,2.0,low,2,SepAware-SMOTE,RandomForest,0.8535380233251709,0.8947368421052632,0.8
0.05,2.0,low,3,Real only,LogisticRegression,0.8795480003672427,0.9430701457133175,0.8923076923076924
0.05,2.0,low,3,Real only,RandomForest,0.8387399710311289,0.922278674131752,0.8524590163934426
0.05,2.0,low,3,Random oversampling,LogisticRegression,0.8637171740444789,0.7891872899755854,0.6138613861386139
0.05,2.0,low,3,Random oversampling,RandomForest,0.8560154283321809,0.9246136449302675,0.8571428571428571
0.05,2.0,low,3,SMOTE,LogisticRegression,0.8486036074051646,0.7857066323797278,0.6078431372549019
0.05,2.0,low,3,SMOTE,RandomForest,0.8387131324339703,0.9268044730599797,0.8615384615384616
0.05,2.0,low,3,SepAware-SMOTE,LogisticRegression,0.8802324771401269,0.9154269019336485,0.8405797101449275
0.05,2.0,low,3,SepAware-SMOTE,RandomForest,0.8432259734241901,0.9339788732394366,0.875
0.05,2.0,low,4,Real only,LogisticRegression,0.6049883389236262,0.7235447703885731,0.47058823529411764
0.05,2.0,low,4,Real only,RandomForest,0.6903175811144934,0.7939560439560439,0.6071428571428571
0.05,2.0,low,4,Random oversampling,LogisticRegression,0.5925088864665424,0.6152695250716026,0.33121019108280253
0.05,2.0,low,4,Random oversampling,RandomForest,0.7472814203898007,0.8484825977807158,0.711864406779661
0.05,2.0,low,4,SMOTE,LogisticRegression,0.5796267048461784,0.6369949494949495,0.3611111111111111
0.05,2.0,low,4,SMOTE,RandomForest,0.7481304817638127,0.884463028169014,0.78125
0.05,2.0,low,4,SepAware-SMOTE,LogisticRegression,0.5445982676399012,0.6947496947496947,0.4444444444444444
0.05,2.0,low,4,SepAware-SMOTE,RandomForest,0.7533953882018126,0.8484825977807158,0.711864406779661
0.05,2.0,low,5,Real only,LogisticRegression,0.6355909983332734,0.7030666052321712,0.43137254901960786
0.05,2.0,low,5,Real only,RandomForest,0.8845636375358462,0.9078611215814382,0.8253968253968254
0.05,2.0,low,5,Random oversampling,LogisticRegression,0.6313783044986644,0.6220209059233449,0.35428571428571426
0.05,2.0,low,5,Random oversampling,RandomForest,0.8615281121337254,0.9288640644965815,0.8656716417910447
0.05,2.0,low,5,SMOTE,LogisticRegression,0.6102509957240598,0.623072529982867,0.35294117647058826
0.05,2.0,low,5,SMOTE,RandomForest,0.8529894443992848,0.9154269019336485,0.8405797101449275
0.05,2.0,low,5,SepAware-SMOTE,LogisticRegression,0.6154153309168716,0.7092177958708927,0.47368421052631576
0.05,2.0,low,5,SepAware-SMOTE,RandomForest,0.862758668631387,0.9358666025332691,0.8787878787878788
0.05,2.0,low,6,Real only,LogisticRegression,0.6242635414409191,0.7645011007013771,0.5490196078431373
0.05,2.0,low,6,Real only,RandomForest,0.867235044401306,0.8802781231293457,0.7719298245614035
0.05,2.0,low,6,Random oversampling,LogisticRegression,0.5725383166361016,0.6397281585196103,0.36231884057971014
0.05,2.0,low,6,Random oversampling,RandomForest,0.8783055403118313,0.922278674131752,0.8524590163934426
0.05,2.0,low,6,SMOTE,LogisticRegression,0.5673047853054598,0.6490758292169035,0.37593984962406013
0.05,2.0,low,6,SMOTE,RandomForest,0.8571798561465828,0.9174735915492958,0.84375
0.05,2.0,low,6,SepAware-SMOTE,LogisticRegression,0.5986718603047795,0.7277763123186494,0.49411764705882355
0.05,2.0,low,6,SepAware-SMOTE,RandomForest,0.8603267631376664,0.9050072683832525,0.819672131147541
0.05,2.0,low,7,Real only,LogisticRegression,0.8235931450079966,0.8519517691763583,0.7169811320754716
0.05,2.0,low,7,Real only,RandomForest,0.8973357323607769,0.9197849047074377,0.847457627118644
0.05,2.0,low,7,Random oversampling,LogisticRegression,0.7649851802540272,0.7242647058823529,0.5
0.05,2.0,low,7,Random oversampling,RandomForest,0.9051562663830502,0.9197849047074377,0.847457627118644
0.05,2.0,low,7,SMOTE,LogisticRegression,0.7598849733190491,0.712409286993668,0.47706422018348627
0.05,2.0,low,7,SMOTE,RandomForest,0.8921072475911184,0.8979533987187482,0.8064516129032258
0.05,2.0,low,7,SepAware-SMOTE,LogisticRegression,0.8136416723575137,0.8468476133753085,0.7123287671232876
0.05,2.0,low,7,SepAware-SMOTE,RandomForest,0.9079373510695349,0.9197849047074377,0.847457627118644
