dataset,task,repeat,fold,condition,regime,generator_seed,seconds,marginal_similarity,correlation_similarity,detection_auroc,coverage_distance,diversity,exact_match_rate,membership_proxy_auroc
Vigitel current smoking,vigitel_smoking,0,2,SepAware TVAE,TSTR,20116,25.711298942565918,0.6159629629629629,0.9392239420848584,0.9992233125000002,5.338447036376748,2.0097532827682634,0.0,0.493933
Vigitel current smoking,vigitel_smoking,0,3,Standard CTGAN,TSTR,10153,28.83043098449707,0.8416666666666667,0.9589353329972483,0.9779464375,4.289712481357892,7.360887429000892,0.0,0.49236199999999997
Vigitel current smoking,vigitel_smoking,0,3,SepAware CTGAN,TSTR,10153,33.00846886634827,0.8182685185185187,0.9618097562643018,0.9646260624999999,4.149378267999733,6.244719861941361,0.0,0.50845925
Vigitel current smoking,vigitel_smoking,0,3,Standard TVAE,TSTR,20153,20.946794033050537,0.6324722222222221,0.9459227216651396,0.9998525625,5.456018776990926,1.6788724165093516,0.0,0.498325
Vigitel current smoking,vigitel_smoking,0,3,SepAware TVAE,TSTR,20153,23.976555824279785,0.6055,0.9432326259143835,0.9997549062500001,5.5060023746060285,1.736276189455478,0.0,0.499149
Vigitel current smoking,vigitel_smoking,0,4,Standard CTGAN,TSTR,10190,26.619737148284912,0.8578425925925928,0.9583103276772174,0.94940675,4.415698931836839,7.308042032235192,0.0,0.5202735
Vigitel current smoking,vigitel_smoking,0,4,SepAware CTGAN,TSTR,10190,30.8384211063385,0.842388888888889,0.9627140133917075,0.9434759375,4.249514265853085,6.413502035156987,0.0,0.52346425
Vigitel current smoking,vigitel_smoking,0,4,Standard TVAE,TSTR,20190,21.710665941238403,0.656425925925926,0.9365096741412776,0.9981564375,5.434427477869851,2.2500250820507466,0.0,0.512843
Vigitel current smoking,vigitel_smoking,0,4,SepAware TVAE,TSTR,20190,25.29971694946289,0.6261296296296298,0.9374504405764492,0.9992130000000001,5.605769677133096,1.5922055429564126,0.0,0.5148772500000001
Vigitel current smoking,vigitel_smoking,1,0,Standard CTGAN,TSTR,10043,30.493052005767822,0.8322129629629628,0.9597696957753747,0.9847046249999999,4.309584969065707,7.280912159630831,0.0,0.49687349999999997
Vigitel current smoking,vigitel_smoking,1,0,SepAware CTGAN,TSTR,10043,34.84183192253113,0.8021388888888888,0.9635156026466787,0.9746697500000001,4.248362341498936,6.511574969754068,0.0,0.5100657500000001
Vigitel current smoking,vigitel_smoking,1,0,Standard TVAE,TSTR,20043,20.87060523033142,0.6386666666666666,0.9403870670845434,0.9994466875,5.3663598419625345,1.8673434181915323,0.0,0.50579425
Vigitel current smoking,vigitel_smoking,1,0,SepAware TVAE,TSTR,20043,23.924039363861084,0.6086203703703704,0.9422904873126852,0.99966353125,5.424458627375207,1.3487146627597504,0.0,0.504906
Vigitel current smoking,vigitel_smoking,1,1,Standard CTGAN,TSTR,10080,28.82089591026306,0.8450000000000002,0.9584506562430907,0.97553275,4.290450077273053,7.318504861823094,0.0,0.49538875
Vigitel current smoking,vigitel_smoking,1,1,SepAware CTGAN,TSTR,10080,32.86775803565979,0.8325648148148149,0.9622394341818103,0.9577668125000001,4.075483830488222,6.354661459205629,0.0,0.50289925
Vigitel current smoking,vigitel_smoking,1,1,Standard TVAE,TSTR,20080,23.425982236862183,0.6215,0.9389300625345733,0.9993171875,5.192007528929635,2.3439387606893987,0.0,0.49625224999999995
Vigitel current smoking,vigitel_smoking,1,1,SepAware TVAE,TSTR,20080,26.64849615097046,0.6232685185185185,0.9389656157508572,0.9994469375,5.270849126960929,2.0086401858634106,0.0,0.49453174999999994
Vigitel current smoking,vigitel_smoking,1,2,Standard CTGAN,TSTR,10117,28.99985098838806,0.8409537037037038,0.9588806804286711,0.9777583125,4.32390605949895,7.3634326732192505,0.0,0.50664225
Vigitel current smoking,vigitel_smoking,1,2,SepAware CTGAN,TSTR,10117,33.381924867630005,0.7970648148148148,0.9628075455264075,0.9678036250000002,4.1613166851991945,6.402331169949713,0.0,0.5150275
Vigitel current smoking,vigitel_smoking,1,2,Standard TVAE,TSTR,20117,21.14763593673706,0.6437962962962962,0.9341844738512908,0.9983366874999999,5.330960315324494,2.457152870795716,0.0,0.5065517500000001
Vigitel current smoking,vigitel_smoking,1,2,SepAware TVAE,TSTR,20117,24.14322829246521,0.6273333333333333,0.9286662537920033,0.998216125,5.340527738345458,2.3354745989134282,0.0,0.5058435
Vigitel current smoking,vigitel_smoking,1,3,Standard CTGAN,TSTR,10154,28.311877012252808,0.8564629629629629,0.9586447817461774,0.9450313124999999,4.25653922168012,7.381020853894691,0.0,0.48836999999999997
Vigitel current smoking,vigitel_smoking,1,3,SepAware CTGAN,TSTR,10154,32.7549991607666,0.8432314814814814,0.9623321312412427,0.9375358124999998,4.135344859406969,6.477606558579839,0.0,0.50502775
Vigitel current smoking,vigitel_smoking,1,3,Standard TVAE,TSTR,20154,21.979735851287842,0.6422037037037037,0.9376096982730203,0.99891778125,5.228640829352321,2.141622613802823,0.0,0.48676975
Vigitel current smoking,vigitel_smoking,1,3,SepAware TVAE,TSTR,20154,25.12658190727234,0.6442777777777777,0.9404217423618682,0.9992027187500001,5.338621368013046,1.3843837062926259,0.0,0.48547700000000005
Vigitel current smoking,vigitel_smoking,1,4,Standard CTGAN,TSTR,10191,28.611021995544434,0.8411944444444444,0.9574266313364531,0.9832631250000001,4.377383123780097,7.425547976933123,0.0,0.50749925
Vigitel current smoking,vigitel_smoking,1,4,SepAware CTGAN,TSTR,10191,32.889487743377686,0.828388888888889,0.9615093904301354,0.9730458750000001,4.263768162364242,6.707238014426465,0.0,0.5213384999999999
Vigitel current smoking,vigitel_smoking,1,4,Standard TVAE,TSTR,20191,20.617092847824097,0.6601296296296295,0.9465799928189389,0.99912353125,5.511810390792912,1.7553232380363628,0.0,0.5228502500000001
Vigitel current smoking,vigitel_smoking,1,4,SepAware TVAE,TSTR,20191,23.882896900177002,0.6228796296296295,0.9460617556818076,0.9992658125000001,5.608022925518786,1.1833131152717313,0.0,0.5218769999999999
Vigitel current smoking,vigitel_smoking,2,0,Standard CTGAN,TSTR,10044,28.068278074264526,0.849925925925926,0.9586485334069207,0.9310800625,4.326027520411596,7.465713836596,0.0,0.5138225000000001
Vigitel current smoking,vigitel_smoking,2,0,SepAware CTGAN,TSTR,10044,32.865631103515625,0.8321111111111112,0.9625964395873422,0.9143979375,4.1722711376769555,6.65841629996007,0.0,0.5252265
Vigitel current smoking,vigitel_smoking,2,0,Standard TVAE,TSTR,20044,22.510464906692505,0.6440925925925924,0.939264604621895,0.9993365625,5.3886650665527425,2.222144808879385,0.0,0.51773775
Vigitel current smoking,vigitel_smoking,2,0,SepAware TVAE,TSTR,20044,25.70130681991577,0.6082592592592595,0.9440794785184414,0.99978428125,5.5843520343143584,1.3293917185676771,0.0,0.51854175
Vigitel current smoking,vigitel_smoking,2,1,Standard CTGAN,TSTR,10081,29.420823097229004,0.8488981481481481,0.9584456588912745,0.9802121250000002,4.287837989724874,7.3734196733626165,0.0,0.502345
Vigitel current smoking,vigitel_smoking,2,1,SepAware CTGAN,TSTR,10081,34.073105335235596,0.8191388888888889,0.9622137115550575,0.9713733125,4.169280872714636,6.323492026821494,0.0,0.5192632500000001
Vigitel current smoking,vigitel_smoking,2,1,Standard TVAE,TSTR,20081,23.203431844711304,0.6442222222222221,0.936587297913667,0.999379,5.474987480037415,1.7924116737406979,0.0,0.5048900000000001
Vigitel current smoking,vigitel_smoking,2,1,SepAware TVAE,TSTR,20081,26.503248691558838,0.6247962962962963,0.9411611012242534,0.9992451874999999,5.4851338489612145,1.5105348811925925,0.0,0.5034237500000001
Vigitel current smoking,vigitel_smoking,2,2,Standard CTGAN,TSTR,10118,30.718634843826294,0.8413796296296296,0.9585199116145556,0.95036475,4.323738737454613,7.2073416852825085,0.0,0.5073885
Vigitel current smoking,vigitel_smoking,2,2,SepAware CTGAN,TSTR,10118,35.230180978775024,0.8312592592592594,0.9626979261664589,0.937442125,4.258263624739828,6.366308672619697,0.0,0.5240527500000001
Vigitel current smoking,vigitel_smoking,2,2,Standard TVAE,TSTR,20118,20.664548873901367,0.6399351851851852,0.9447825529758103,0.999490875,5.410417268740925,2.2253812311813777,0.0,0.5248412499999999
Vigitel current smoking,vigitel_smoking,2,2,SepAware TVAE,TSTR,20118,23.77014970779419,0.6187777777777778,0.9431693309551153,0.9992999687499999,5.393381405766639,2.306374799411319,0.0,0.522813
Vigitel current smoking,vigitel_smoking,2,3,Standard CTGAN,TSTR,10155,37.223320960998535,0.8434074074074075,0.9576001432509574,0.9780274375,4.20187857315638,7.151046774354306,0.0,0.47313875
Vigitel current smoking,vigitel_smoking,2,3,SepAware CTGAN,TSTR,10155,42.38241386413574,0.812861111111111,0.9619110864488556,0.9735238125,4.166102025603104,6.128458038969402,0.0,0.48535225000000004
Vigitel current smoking,vigitel_smoking,2,3,Standard TVAE,TSTR,20155,24.672711849212646,0.6472314814814815,0.9447774274260968,0.9997473749999998,5.307731645198868,1.9411097982622938,0.0,0.4765
Vigitel current smoking,vigitel_smoking,2,3,SepAware TVAE,TSTR,20155,28.02585768699646,0.6175092592592593,0.9440972341048544,0.9996176250000001,5.3347294931097915,1.6001564814385134,0.0,0.47769475000000006
Vigitel current smoking,vigitel_smoking,2,4,Standard CTGAN,TSTR,10192,31.599614143371582,0.8534907407407407,0.9580481577988877,0.95105025,4.173145402140616,7.327043131384726,0.0,0.480651
Vigitel current smoking,vigitel_smoking,2,4,SepAware CTGAN,TSTR,10192,36.466012954711914,0.8338333333333333,0.9635273183741481,0.938950625,4.0926147286104575,6.3632053047061685,0.0,0.49727625000000003
Vigitel current smoking,vigitel_smoking,2,4,Standard TVAE,TSTR,20192,22.665162801742554,0.6476759259259259,0.9384262037986102,0.9992073124999998,5.249075604571903,2.202992605794245,0.0,0.48284249999999995
Vigitel current smoking,vigitel_smoking,2,4,SepAware TVAE,TSTR,20192,26.098001956939697,0.6548888888888889,0.9385381430234867,0.9990990625,5.425166010493756,1.4440142339892215,0.0,0.48238625
Kidney-cohort 365-day mortality,kidney_mortality,0,0,Standard CTGAN,TSTR,10042,19.035983085632324,0.87975,0.859265855773804,0.9984256250000001,2.1141883402934654,6.926227024985792,0.0,0.479403375
Kidney-cohort 365-day mortality,kidney_mortality,0,0,SepAware CTGAN,TSTR,10042,21.783079147338867,0.8843333333333333,0.8723304682233863,0.99548475,1.7955399087213697,3.8128605772956954,0.0,0.481421375
Kidney-cohort 365-day mortality,kidney_mortality,0,0,Standard TVAE,TSTR,20042,8.718421936035156,0.8259833333333334,0.9070252802419922,0.9785880625000001,2.904286313051438,2.079671992728069,0.09925,0.476053
Kidney-cohort 365-day mortality,kidney_mortality,0,0,SepAware TVAE,TSTR,20042,10.36040997505188,0.7653833333333334,0.8920521361982557,0.9974289375000001,2.9050664754061053,2.0527049481122863,0.0495,0.475052125
Kidney-cohort 365-day mortality,kidney_mortality,0,1,Standard CTGAN,TSTR,10079,18.911062002182007,0.8324333333333332,0.856659166412598,0.998231125,2.4550596353916982,6.349935867835028,0.0,0.51607275
Kidney-cohort 365-day mortality,kidney_mortality,0,1,SepAware CTGAN,TSTR,10079,21.716583013534546,0.8393499999999999,0.8704593920504671,0.994630125,2.3475293532112427,4.092441739112328,0.0,0.5158541249999999
Kidney-cohort 365-day mortality,kidney_mortality,0,1,Standard TVAE,TSTR,20079,9.116061925888062,0.8165166666666667,0.9037882017631526,0.9786388750000001,3.467783261808385,1.550406305081837,0.0995,0.515350375
Kidney-cohort 365-day mortality,kidney_mortality,0,1,SepAware TVAE,TSTR,20079,10.826353788375854,0.7974833333333333,0.9013753541290913,0.97476875,3.258958560174176,1.6605906877296914,0.2215,0.515365
Kidney-cohort 365-day mortality,kidney_mortality,0,2,Standard CTGAN,TSTR,10116,17.519105672836304,0.8105999999999999,0.8591608699332116,0.9980141875,2.6802863248001003,6.5546426098957005,0.0,0.504804625
Kidney-cohort 365-day mortality,kidney_mortality,0,2,SepAware CTGAN,TSTR,10116,20.021658897399902,0.8307833333333333,0.8686602051669464,0.9947410625,2.2746064652722846,4.454888816263752,0.0,0.500928875
Kidney-cohort 365-day mortality,kidney_mortality,0,2,Standard TVAE,TSTR,20116,8.491686820983887,0.8244666666666667,0.9046190553378537,0.98179803125,3.443117133524894,2.3050451779316696,0.10625,0.4972662499999999
Kidney-cohort 365-day mortality,kidney_mortality,0,2,SepAware TVAE,TSTR,20116,10.126126766204834,0.7772333333333333,0.895293930729428,0.98687584375,3.410863041270788,2.496221820374026,0.11725,0.49986362500000003
Kidney-cohort 365-day mortality,kidney_mortality,0,3,Standard CTGAN,TSTR,10153,16.720584869384766,0.8375666666666667,0.8603922032981435,0.9977779375000001,2.3187394813528903,6.554402441806562,0.0,0.5013602500000001
Kidney-cohort 365-day mortality,kidney_mortality,0,3,SepAware CTGAN,TSTR,10153,19.087083101272583,0.85705,0.8694424739770749,0.99554546875,1.9167190198940462,4.049895852422816,0.00025,0.506207625
Kidney-cohort 365-day mortality,kidney_mortality,0,3,Standard TVAE,TSTR,20153,9.973413944244385,0.8227000000000001,0.9097987748420624,0.97412728125,2.3409312222577237,2.3983386392356882,0.12425,0.506035375
Kidney-cohort 365-day mortality,kidney_mortality,0,3,SepAware TVAE,TSTR,20153,11.67356014251709,0.7957166666666666,0.9053919109594627,0.98061425,2.5380161419292953,1.407344302395582,0.14125,0.50611675
Kidney-cohort 365-day mortality,kidney_mortality,0,4,Standard CTGAN,TSTR,10190,14.429518938064575,0.8412333333333333,0.8614349148288047,0.9978339999999999,2.557353861931618,6.916743590155791,0.0,0.5091105
Kidney-cohort 365-day mortality,kidney_mortality,0,4,SepAware CTGAN,TSTR,10190,16.70612096786499,0.8508166666666667,0.8695879503006795,0.9935290625,1.8571951544087784,4.320810488265856,0.0,0.511952125
Kidney-cohort 365-day mortality,kidney_mortality,0,4,Standard TVAE,TSTR,20190,9.131575107574463,0.8253666666666665,0.9021490750902323,0.9760344687500001,2.476123247433464,1.9048462544150504,0.1155,0.510246125
Kidney-cohort 365-day mortality,kidney_mortality,0,4,SepAware TVAE,TSTR,20190,10.677786111831665,0.7891333333333334,0.8976482155338814,0.98008546875,2.608551096395262,1.541991399895335,0.16375,0.51010975
Kidney-cohort 365-day mortality,kidney_mortality,1,0,Standard CTGAN,TSTR,10043,14.255188941955566,0.8001166666666666,0.8592055118848729,0.997986875,2.5179707401964078,6.636567981641698,0.0,0.4836885
Kidney-cohort 365-day mortality,kidney_mortality,1,0,SepAware CTGAN,TSTR,10043,16.673429012298584,0.8085000000000001,0.8729995502775338,0.9948293125000001,1.8954962249032037,4.346609991323755,0.0,0.492849125
Kidney-cohort 365-day mortality,kidney_mortality,1,0,Standard TVAE,TSTR,20043,9.641050100326538,0.8174666666666667,0.9016364045595362,0.976765,2.917131700726115,2.7717537343972922,0.11775,0.48866975
Kidney-cohort 365-day mortality,kidney_mortality,1,0,SepAware TVAE,TSTR,20043,11.21197509765625,0.7720666666666667,0.8991297773908249,0.9825906249999999,3.089952614791765,2.5943956883345933,0.125,0.48808925
Kidney-cohort 365-day mortality,kidney_mortality,1,1,Standard CTGAN,TSTR,10080,13.680192947387695,0.8589166666666668,0.8576809281905604,0.9981928124999999,2.2195303300809774,6.2340445451253625,0.00025,0.516412625
Kidney-cohort 365-day mortality,kidney_mortality,1,1,SepAware CTGAN,TSTR,10080,15.718425750732422,0.86405,0.8675481531633487,0.9960505000000001,2.138002490702597,3.649618300830568,0.00025,0.515837125
Kidney-cohort 365-day mortality,kidney_mortality,1,1,Standard TVAE,TSTR,20080,11.799203157424927,0.82575,0.9008630971779058,0.97630696875,3.0032646803424714,2.190759075782191,0.115,0.5213920000000001
Kidney-cohort 365-day mortality,kidney_mortality,1,1,SepAware TVAE,TSTR,20080,13.636199235916138,0.7984000000000001,0.8968160118374939,0.9860333437500001,2.8468091161671842,1.6474903561486007,0.092,0.520874
Kidney-cohort 365-day mortality,kidney_mortality,1,2,Standard CTGAN,TSTR,10117,17.4234402179718,0.8379500000000001,0.8601627672560469,0.9976036875,2.598656916908217,6.77709886777205,0.0,0.497315
Kidney-cohort 365-day mortality,kidney_mortality,1,2,SepAware CTGAN,TSTR,10117,19.660750150680542,0.8560000000000001,0.868115820027626,0.9946160625,2.153823788556173,3.825794707798195,0.0,0.4966975
Kidney-cohort 365-day mortality,kidney_mortality,1,2,Standard TVAE,TSTR,20117,8.651573896408081,0.8261166666666664,0.9055600264911883,0.98488478125,3.1703096199321945,1.5399806549354256,0.065,0.49616150000000003
Kidney-cohort 365-day mortality,kidney_mortality,1,2,SepAware TVAE,TSTR,20117,10.238349676132202,0.7845666666666665,0.8956306328937764,0.9974038125000001,3.0547144942730142,1.458121371578365,0.0595,0.49845275000000006
Kidney-cohort 365-day mortality,kidney_mortality,1,3,Standard CTGAN,TSTR,10154,14.962208986282349,0.8149166666666667,0.8583419779380346,0.997643625,2.6492961107184727,8.03135895501051,0.0,0.50478875
Kidney-cohort 365-day mortality,kidney_mortality,1,3,SepAware CTGAN,TSTR,10154,17.465134859085083,0.8329500000000002,0.8698572640496406,0.99413175,2.1690086344629123,4.7637955306025805,0.0,0.49915575
Kidney-cohort 365-day mortality,kidney_mortality,1,3,Standard TVAE,TSTR,20154,8.27317190170288,0.8241333333333333,0.9012724825109417,0.9806969687499999,2.743883572616987,2.5431619282184204,0.10175,0.497496375
Kidney-cohort 365-day mortality,kidney_mortality,1,3,SepAware TVAE,TSTR,20154,9.930690050125122,0.8047833333333334,0.898152065841659,0.9582609375,2.713439457371013,2.32072253489519,0.3215,0.497810875
Kidney-cohort 365-day mortality,kidney_mortality,1,4,Standard CTGAN,TSTR,10191,14.122199773788452,0.8274500000000001,0.8639674873734001,0.9975689375000001,2.3646783181824467,6.580267052721956,0.0,0.49274937500000004
Kidney-cohort 365-day mortality,kidney_mortality,1,4,SepAware CTGAN,TSTR,10191,16.30842089653015,0.8412333333333333,0.8697286935033497,0.9936768749999999,2.273847790674033,3.9996837394413474,0.0,0.49206825
Kidney-cohort 365-day mortality,kidney_mortality,1,4,Standard TVAE,TSTR,20191,7.9556801319122314,0.8252666666666666,0.9033153256256474,0.9789533125,3.0553704992597006,1.8302480095413047,0.1095,0.49710675000000004
Kidney-cohort 365-day mortality,kidney_mortality,1,4,SepAware TVAE,TSTR,20191,9.681434154510498,0.7654,0.8897421830670647,0.997695125,3.3133243730885114,1.0543714374975104,0.07425,0.493185625
Kidney-cohort 365-day mortality,kidney_mortality,2,0,Standard CTGAN,TSTR,10044,13.429032802581787,0.8020833333333334,0.8603905436827182,0.9974573125000001,2.40668314440572,6.097825573583925,0.0,0.48588575
Kidney-cohort 365-day mortality,kidney_mortality,2,0,SepAware CTGAN,TSTR,10044,15.755384683609009,0.8304500000000001,0.8690983051332579,0.994457125,1.9950252171911256,3.783397121677641,0.0,0.489798125
Kidney-cohort 365-day mortality,kidney_mortality,2,0,Standard TVAE,TSTR,20044,8.33666205406189,0.8227833333333334,0.9021602160329066,0.97866428125,3.012328048669867,1.7852567984905534,0.10075,0.48316337499999995
Kidney-cohort 365-day mortality,kidney_mortality,2,0,SepAware TVAE,TSTR,20044,10.425750017166138,0.7931833333333335,0.8930897127388187,0.9978265312499999,2.5683713908899124,2.183395786667159,0.04325,0.4851645
Kidney-cohort 365-day mortality,kidney_mortality,2,1,Standard CTGAN,TSTR,10081,15.796229839324951,0.8324999999999999,0.8599596114478976,0.99781825,2.1163120925563597,7.268137108946993,0.0,0.514270875
Kidney-cohort 365-day mortality,kidney_mortality,2,1,SepAware CTGAN,TSTR,10081,18.0915367603302,0.8506333333333334,0.87201950768796,0.9937042500000001,2.001486719258977,4.357607461280731,0.0,0.50744025
Kidney-cohort 365-day mortality,kidney_mortality,2,1,Standard TVAE,TSTR,20081,8.22367787361145,0.8194666666666666,0.9009168026301538,0.9745534687499999,2.826922169909136,1.5588068977679796,0.12125,0.51510875
Kidney-cohort 365-day mortality,kidney_mortality,2,1,SepAware TVAE,TSTR,20081,9.786642074584961,0.7780999999999999,0.8928216386892264,0.9748741875,2.8647355623784887,1.1876476897753554,0.18425,0.51447
Kidney-cohort 365-day mortality,kidney_mortality,2,2,Standard CTGAN,TSTR,10118,15.531177043914795,0.8077166666666665,0.8605999290714476,0.9979869374999999,2.115303776228101,6.647191334425872,0.0,0.5126265
Kidney-cohort 365-day mortality,kidney_mortality,2,2,SepAware CTGAN,TSTR,10118,17.849101066589355,0.8259166666666666,0.869877883908893,0.9944990625000001,2.0849291863777695,4.162242213423085,0.00025,0.51549325
Kidney-cohort 365-day mortality,kidney_mortality,2,2,Standard TVAE,TSTR,20118,7.99671196937561,0.8219666666666666,0.9044666668151353,0.9817049375,3.1370949977875933,2.3368818422708797,0.1015,0.504977
Kidney-cohort 365-day mortality,kidney_mortality,2,2,SepAware TVAE,TSTR,20118,9.555174827575684,0.7731833333333333,0.892871426499096,0.97744925,3.0845575834196404,2.214176622701475,0.23625,0.507411125
Kidney-cohort 365-day mortality,kidney_mortality,2,3,Standard CTGAN,TSTR,10155,15.485095977783203,0.8199166666666666,0.8587373404677228,0.99784175,2.653036528644915,6.300061678702191,0.0,0.5108845
Kidney-cohort 365-day mortality,kidney_mortality,2,3,SepAware CTGAN,TSTR,10155,17.763301134109497,0.8196666666666665,0.8694097044270298,0.9934638124999999,2.1361758532830226,3.8704895660677527,0.0,0.511618125
Kidney-cohort 365-day mortality,kidney_mortality,2,3,Standard TVAE,TSTR,20155,8.348770141601562,0.8284333333333334,0.9006556292926068,0.97276109375,2.363455451239584,2.3806825800972953,0.11675,0.5081289999999999
Kidney-cohort 365-day mortality,kidney_mortality,2,3,SepAware TVAE,TSTR,20155,9.95777702331543,0.7872833333333332,0.8969798391059813,0.9786387500000001,2.287025571822199,2.430334491575199,0.15175,0.509324625
Kidney-cohort 365-day mortality,kidney_mortality,2,4,Standard CTGAN,TSTR,10192,14.48875904083252,0.8433166666666665,0.8622978551937815,0.9978684375,2.570298425159327,6.844759855053049,0.0,0.4898345
Kidney-cohort 365-day mortality,kidney_mortality,2,4,SepAware CTGAN,TSTR,10192,16.780362129211426,0.8649999999999999,0.871966644039042,0.9935035,2.1379591933450066,4.166663811301412,0.0,0.49029487499999996
Kidney-cohort 365-day mortality,kidney_mortality,2,4,Standard TVAE,TSTR,20192,8.547013759613037,0.8212499999999999,0.9052649891007559,0.9792320937500001,2.9163702034337855,2.2169195378978266,0.08375,0.48710825
Kidney-cohort 365-day mortality,kidney_mortality,2,4,SepAware TVAE,TSTR,20192,10.145792007446289,0.7519666666666667,0.882399645147836,0.99836596875,2.924548556302996,1.5843300968942426,0.03275,0.489370375
