dataset,condition,classifier,n,auprc_mean,auprc_sd,macro_f1_mean,macro_f1_sd,minority_f1_mean,minority_f1_sd,minority_recall_mean,minority_recall_sd,auroc_mean,auroc_sd,brier_mean,brier_sd
Vigitel smoking,Real only,LogisticRegression,15,0.28235906499943025,0.023818185472573757,0.4871832110492732,0.012092931806836727,0.04030636915104235,0.023009605001501975,0.021120727336305614,0.012228233907052799,0.7135451270436209,0.024854288300379782,0.10004990032625788,0.0019505424774087332
Vigitel smoking,Real only,RandomForest,15,0.30132610383431674,0.022006328945735565,0.48364606964862794,0.012900444882092833,0.03254956531596341,0.02457992603380263,0.016771570941515865,0.012823366683296908,0.7363854166244646,0.017276650013157428,0.09847661029464055,0.0014334759827910521
Vigitel smoking,SMOTE,CatBoost,15,0.2725612544845235,0.025817202915214634,0.5387085544500761,0.021054787544694784,0.14830880148984957,0.04032035504934077,0.09309817291721305,0.027141825691636926,0.7251222258099186,0.022764791837832633,0.10350466825809804,0.00270849608196718
Vigitel smoking,SMOTE,LogisticRegression,15,0.17306305406933095,0.012488252985408855,0.5368365535423503,0.011459635608222931,0.24297225657089386,0.0222060106175708,0.36149576011889145,0.04729796930519433,0.6080755313223147,0.02286155471438305,0.18623003403466643,0.005181249017399751
Vigitel smoking,SMOTE,RandomForest,15,0.24156490944761747,0.020881495858476245,0.5460221020274129,0.019602108376741756,0.1704172849081577,0.037598932466879065,0.12013724975959436,0.030627304384247368,0.7024670303791162,0.018865816148755248,0.11347859136369914,0.002434311007933422
Vigitel smoking,SepAware CTGAN,CatBoost,15,0.2701418516771911,0.03373415640117817,0.571443982231349,0.021140799749583106,0.21941566940967364,0.03977593305492099,0.15964245126322232,0.03307550439245962,0.7171113906084167,0.02238173210317058,0.10868206488914733,0.00489406760455478
Vigitel smoking,SepAware CTGAN,LogisticRegression,15,0.2324345201086007,0.025614153492636797,0.5501678248302777,0.02756010615569175,0.2911383967343119,0.033709676061329324,0.4978363493312353,0.0628673786092471,0.6638385858326639,0.03631742020133939,0.1941935521900732,0.013971311079393395
Vigitel smoking,SepAware CTGAN,RandomForest,15,0.2435743504863792,0.0243685410854222,0.5729357606533502,0.02565870593476406,0.23637270418309023,0.052353951359938,0.2072646210333071,0.06303675510104995,0.7008284633263508,0.022766795320402915,0.12512285294968697,0.007322179072944219
Vigitel smoking,SepAware TVAE,CatBoost,15,0.2758264038284123,0.027755729119918148,0.5471968940539065,0.02503242357450843,0.16730822902090534,0.04836771900312071,0.1104204913016872,0.03348842861580842,0.7347098629058791,0.01995126452289842,0.10390952766807203,0.0030355505270202917
Vigitel smoking,SepAware TVAE,LogisticRegression,15,0.20397609622734736,0.01920833020406577,0.5526343225851449,0.01632781585354064,0.2011035524973196,0.032093221597886655,0.17593758195646472,0.03399725810590214,0.6528997374189682,0.026971014545866864,0.12853399345394914,0.004569534787416076
Vigitel smoking,SepAware TVAE,RandomForest,15,0.28599813878330543,0.024143098664739286,0.47743918301801874,0.00821919944111374,0.020918834238402025,0.016162492512124586,0.010822624355275812,0.008496608317854298,0.7302828301736637,0.017263093737122003,0.09948430816743688,0.001599136401589737
