dataset,task,repeat,fold,partition_seed,generator_seed,condition,regime,classifier,macro_f1,minority_f1,minority_precision,minority_recall,balanced_accuracy,auprc,auroc,brier,calibration_intercept,calibration_slope
COVID-19 hospital mortality,covid_mortality,0,0,42,10042,Standard CTGAN,TSTR,LogisticRegression,0.5013709361535448,0.17391304347826086,0.2857142857142857,0.125,0.5134803921568627,0.29446624336702765,0.4852941176470588,0.22127660318581865,-1.1475534812551123,0.007999375035694182
COVID-19 hospital mortality,covid_mortality,0,0,42,10042,Standard CTGAN,TSTR,RandomForest,0.4322033898305085,0.0,0.0,0.0,0.5,0.2946129113188582,0.41299019607843135,0.19454208603344372,-1.690369485190032,-0.44845789564392624
COVID-19 hospital mortality,covid_mortality,0,0,42,10042,Standard CTGAN,TSTR,CatBoost,0.6193181818181819,0.36363636363636365,0.6666666666666666,0.25,0.6053921568627452,0.3602925362825147,0.4779411764705882,0.2045705342468047,-1.057162045392698,0.06350621017383579
COVID-19 hospital mortality,covid_mortality,0,0,42,10042,SepAware CTGAN,TSTR,LogisticRegression,0.5328440366972478,0.24,0.3333333333333333,0.1875,0.5349264705882353,0.2938778773452837,0.5490196078431373,0.240195487405992,-1.0979474421184752,0.026538222806011813
COVID-19 hospital mortality,covid_mortality,0,0,42,10042,SepAware CTGAN,TSTR,RandomForest,0.4635482511588706,0.09523809523809523,0.2,0.0625,0.49203431372549017,0.30027497196989195,0.5980392156862745,0.18785542549902906,-0.7004240604580836,0.3633379485096874
COVID-19 hospital mortality,covid_mortality,0,0,42,10042,SepAware CTGAN,TSTR,CatBoost,0.6182336182336182,0.38461538461538464,0.5,0.3125,0.6072303921568627,0.3356139326359915,0.5649509803921569,0.20602795394199477,-0.8694859970465505,0.12944692921805942
COVID-19 hospital mortality,covid_mortality,0,0,42,20042,Standard TVAE,TSTR,LogisticRegression,0.5214285714285715,0.4,0.29411764705882354,0.625,0.5772058823529411,0.2831806587980135,0.5765931372549019,0.39007367814958605,-1.1627651369170187,0.035217388165485176
COVID-19 hospital mortality,covid_mortality,0,0,42,20042,Standard TVAE,TSTR,RandomForest,0.4654255319148936,0.25,0.20833333333333334,0.3125,0.4699754901960784,0.2597191617701541,0.539828431372549,0.2871403683527431,-1.0492650028886994,0.10354894302874221
COVID-19 hospital mortality,covid_mortality,0,0,42,20042,Standard TVAE,TSTR,CatBoost,0.48574561403508776,0.2631578947368421,0.22727272727272727,0.3125,0.4895833333333333,0.26474613515670425,0.5300245098039216,0.2936154579784863,-1.056998388798254,0.04371089931447119
COVID-19 hospital mortality,covid_mortality,0,0,42,20042,SepAware TVAE,TSTR,LogisticRegression,0.5093314434207418,0.39215686274509803,0.2857142857142857,0.625,0.5674019607843137,0.320491630388409,0.5790441176470589,0.42654732406372325,-1.1934420818182936,0.03043673227305774
COVID-19 hospital mortality,covid_mortality,0,0,42,20042,SepAware TVAE,TSTR,RandomForest,0.5062358276643991,0.2777777777777778,0.25,0.3125,0.5091911764705883,0.2621829256226545,0.5686274509803922,0.305994266578771,-1.0000346872702355,0.0747401627731396
COVID-19 hospital mortality,covid_mortality,0,0,42,20042,SepAware TVAE,TSTR,CatBoost,0.5367021276595745,0.35,0.2916666666666667,0.4375,0.5520833333333333,0.31265670215630936,0.5704656862745098,0.35958905533242097,-1.0965729758731662,0.049928086860315406
COVID-19 hospital mortality,covid_mortality,0,1,42,10079,Standard CTGAN,TSTR,LogisticRegression,0.41228070175438597,0.0,0.0,0.0,0.47,0.21540146418453907,0.3788235294117647,0.23658974166294758,-1.7219855102043142,-0.39904820298568866
COVID-19 hospital mortality,covid_mortality,0,1,42,10079,Standard CTGAN,TSTR,RandomForest,0.42735042735042733,0.0,0.0,0.0,0.5,0.2293083097803263,0.45294117647058824,0.20124196386382615,-1.5367652712399622,-0.41103408717841944
COVID-19 hospital mortality,covid_mortality,0,1,42,10079,Standard CTGAN,TSTR,CatBoost,0.3987179487179487,0.06666666666666667,0.07692307692307693,0.058823529411764705,0.40941176470588236,0.1932560890239883,0.3211764705882353,0.2869581456513688,-1.9095398470262475,-0.5304478695303435
COVID-19 hospital mortality,covid_mortality,0,1,42,10079,SepAware CTGAN,TSTR,LogisticRegression,0.5592105263157895,0.3684210526315789,0.3333333333333333,0.4117647058823529,0.5658823529411765,0.40951746002686507,0.5823529411764706,0.2765672307820998,-0.9576705720734628,0.08784683291191098
COVID-19 hospital mortality,covid_mortality,0,1,42,10079,SepAware CTGAN,TSTR,RandomForest,0.548406862745098,0.3125,0.3333333333333333,0.29411764705882354,0.5470588235294118,0.3163131293253311,0.5941176470588234,0.20617713836426904,-0.7667575657798044,0.450563138607622
COVID-19 hospital mortality,covid_mortality,0,1,42,10079,SepAware CTGAN,TSTR,CatBoost,0.4755735492577598,0.2564102564102564,0.22727272727272727,0.29411764705882354,0.47705882352941176,0.2618000916400359,0.48823529411764705,0.310265858014005,-1.1153517701738684,-0.025200594098066145
COVID-19 hospital mortality,covid_mortality,0,1,42,20079,Standard TVAE,TSTR,LogisticRegression,0.5093314434207418,0.39215686274509803,0.29411764705882354,0.5882352941176471,0.5541176470588236,0.2869573808296702,0.5711764705882353,0.43352486445925764,-1.1225980097756518,0.03303903575647824
COVID-19 hospital mortality,covid_mortality,0,1,42,20079,Standard TVAE,TSTR,RandomForest,0.5376948632762586,0.37209302325581395,0.3076923076923077,0.47058823529411764,0.5552941176470588,0.3149674544298978,0.5911764705882352,0.2813364145698624,-1.029205921268362,0.05076373454910157
COVID-19 hospital mortality,covid_mortality,0,1,42,20079,Standard TVAE,TSTR,CatBoost,0.571939688218758,0.4186046511627907,0.34615384615384615,0.5294117647058824,0.5947058823529412,0.29957903853643747,0.5535294117647059,0.32142764338776136,-1.038029584147264,0.0370863892508223
COVID-19 hospital mortality,covid_mortality,0,1,42,20079,SepAware TVAE,TSTR,LogisticRegression,0.46029919447640966,0.36363636363636365,0.2631578947368421,0.5882352941176471,0.5141176470588236,0.2788170676471499,0.49588235294117644,0.47740241772360337,-1.081423097318106,0.0015865559892523204
COVID-19 hospital mortality,covid_mortality,0,1,42,20079,SepAware TVAE,TSTR,RandomForest,0.4451345755693582,0.23809523809523808,0.2,0.29411764705882354,0.44705882352941173,0.26079761351517006,0.48235294117647054,0.3316059421778638,-1.1267555131489688,-0.025819925503130527
COVID-19 hospital mortality,covid_mortality,0,1,42,20079,SepAware TVAE,TSTR,CatBoost,0.4451345755693582,0.23809523809523808,0.2,0.29411764705882354,0.44705882352941173,0.2949143285879077,0.4770588235294117,0.4317268274053524,-1.137069928737112,-0.026040432069416218
COVID-19 hospital mortality,covid_mortality,0,2,42,10116,Standard CTGAN,TSTR,LogisticRegression,0.5013709361535448,0.17391304347826086,0.3333333333333333,0.11764705882352941,0.5188235294117647,0.29319766126268876,0.5294117647058824,0.20933399959382207,-1.0247029051611591,0.04696569487250522
COVID-19 hospital mortality,covid_mortality,0,2,42,10116,Standard CTGAN,TSTR,RandomForest,0.42735042735042733,0.0,0.0,0.0,0.5,0.24542521247317228,0.49058823529411766,0.1965069529868524,-1.245177853514898,-0.15607425736868927
COVID-19 hospital mortality,covid_mortality,0,2,42,10116,Standard CTGAN,TSTR,CatBoost,0.5593631014191762,0.2962962962962963,0.4,0.23529411764705882,0.5576470588235294,0.28269055445989827,0.46470588235294114,0.2206811437019282,-1.1887549666149488,-0.0812197259652075
COVID-19 hospital mortality,covid_mortality,0,2,42,10116,SepAware CTGAN,TSTR,LogisticRegression,0.5706324881582614,0.3783783783783784,0.35,0.4117647058823529,0.5758823529411765,0.38881148050149406,0.5305882352941176,0.2879845982322881,-0.9943647626957514,0.06627280209961263
COVID-19 hospital mortality,covid_mortality,0,2,42,10116,SepAware CTGAN,TSTR,RandomForest,0.5819376026272578,0.3448275862068966,0.4166666666666667,0.29411764705882354,0.5770588235294117,0.3065056116729696,0.5270588235294117,0.21301486926297436,-0.9705551949097736,0.128861533631504
COVID-19 hospital mortality,covid_mortality,0,2,42,10116,SepAware CTGAN,TSTR,CatBoost,0.548406862745098,0.3125,0.3333333333333333,0.29411764705882354,0.5470588235294118,0.37185965457781445,0.5152941176470589,0.255737860636143,-0.9541520889323541,0.09314996861505005
COVID-19 hospital mortality,covid_mortality,0,2,42,20116,Standard TVAE,TSTR,LogisticRegression,0.43169642857142854,0.40625,0.2765957446808511,0.7647058823529411,0.5423529411764706,0.31393846575866147,0.5605882352941176,0.464540626742426,-1.1994641004343594,0.03162207954668384
COVID-19 hospital mortality,covid_mortality,0,2,42,20116,Standard TVAE,TSTR,RandomForest,0.42657657657657655,0.36666666666666664,0.2558139534883721,0.6470588235294118,0.5035294117647059,0.37437746557838203,0.4764705882352941,0.33091142296281373,-1.0346808105289962,0.06049736411689275
COVID-19 hospital mortality,covid_mortality,0,2,42,20116,Standard TVAE,TSTR,CatBoost,0.4733887267011003,0.4262295081967213,0.29545454545454547,0.7647058823529411,0.5723529411764705,0.3830561563706445,0.5764705882352942,0.4384597079106738,-1.1057690851929594,0.0763587026908706
COVID-19 hospital mortality,covid_mortality,0,2,42,20116,SepAware TVAE,TSTR,LogisticRegression,0.5130813953488372,0.375,0.2903225806451613,0.5294117647058824,0.5447058823529412,0.29744591834856765,0.5511764705882354,0.42651821145214297,-1.1083561982951193,0.02107931609552908
COVID-19 hospital mortality,covid_mortality,0,2,42,20116,SepAware TVAE,TSTR,RandomForest,0.44901315789473684,0.21052631578947367,0.19047619047619047,0.23529411764705882,0.4476470588235294,0.2439287708290059,0.4870588235294117,0.30691062746601255,-1.0015886809629815,0.023019883206433965
COVID-19 hospital mortality,covid_mortality,0,2,42,20116,SepAware TVAE,TSTR,CatBoost,0.44166666666666665,0.13333333333333333,0.15384615384615385,0.11764705882352941,0.44882352941176473,0.24700326497106384,0.47823529411764704,0.3397182111476469,-1.1465300333288624,-0.020531270772924347
COVID-19 hospital mortality,covid_mortality,0,3,42,10153,Standard CTGAN,TSTR,LogisticRegression,0.4635482511588706,0.09523809523809523,0.25,0.058823529411764705,0.49941176470588233,0.2790612993211961,0.4188235294117647,0.2238790337169128,-1.6292302768465778,-0.35641895093277604
COVID-19 hospital mortality,covid_mortality,0,3,42,10153,Standard CTGAN,TSTR,RandomForest,0.48659003831417624,0.1111111111111111,1.0,0.058823529411764705,0.5294117647058824,0.2977716330415711,0.4329411764705882,0.19883648373252769,-1.5057603052070307,-0.3651387774358329
COVID-19 hospital mortality,covid_mortality,0,3,42,10153,Standard CTGAN,TSTR,CatBoost,0.5013709361535448,0.17391304347826086,0.3333333333333333,0.11764705882352941,0.5188235294117647,0.28344240955786926,0.35058823529411764,0.22524264906547697,-1.4567748461792982,-0.25908709327578233
COVID-19 hospital mortality,covid_mortality,0,3,42,10153,SepAware CTGAN,TSTR,LogisticRegression,0.5173817726276229,0.25806451612903225,0.2857142857142857,0.23529411764705882,0.5176470588235295,0.2688890728732011,0.4929411764705882,0.27152157744840905,-1.0981125830236584,-0.01421851192508939
COVID-19 hospital mortality,covid_mortality,0,3,42,10153,SepAware CTGAN,TSTR,RandomForest,0.39090909090909093,0.0,0.0,0.0,0.43,0.2696496276596161,0.5294117647058824,0.21201695648917718,-1.0152283090984418,0.05868891829430029
COVID-19 hospital mortality,covid_mortality,0,3,42,10153,SepAware CTGAN,TSTR,CatBoost,0.49744974497449745,0.24242424242424243,0.25,0.23529411764705882,0.49764705882352944,0.2902050378434331,0.5905882352941176,0.2738103374588376,-0.8972493072323647,0.11513227916762676
COVID-19 hospital mortality,covid_mortality,0,3,42,20153,Standard TVAE,TSTR,LogisticRegression,0.5034584980237153,0.34782608695652173,0.27586206896551724,0.47058823529411764,0.5252941176470588,0.39594121977163554,0.5888235294117647,0.403982668922524,-1.0691485476983367,0.05688685847721613
COVID-19 hospital mortality,covid_mortality,0,3,42,20153,Standard TVAE,TSTR,RandomForest,0.5332961827807189,0.32432432432432434,0.3,0.35294117647058826,0.5364705882352941,0.27793975434944274,0.5576470588235294,0.25468463697621724,-0.9027821737907973,0.13428341105630276
COVID-19 hospital mortality,covid_mortality,0,3,42,20153,Standard TVAE,TSTR,CatBoost,0.4635482511588706,0.09523809523809523,0.25,0.058823529411764705,0.49941176470588233,0.2915029419582332,0.5629411764705883,0.27068183640446386,-0.9249911184609709,0.040944237399175236
COVID-19 hospital mortality,covid_mortality,0,3,42,20153,SepAware TVAE,TSTR,LogisticRegression,0.5013205282112845,0.3673469387755102,0.28125,0.5294117647058824,0.5347058823529411,0.3806474968767578,0.5829411764705882,0.4237762695131937,-1.1057149469239282,0.056673353889458135
COVID-19 hospital mortality,covid_mortality,0,3,42,20153,SepAware TVAE,TSTR,RandomForest,0.5214285714285715,0.4,0.30303030303030304,0.5882352941176471,0.5641176470588236,0.2737423199551784,0.5570588235294117,0.31923059392593456,-0.9689137565000181,0.09380245998419531
COVID-19 hospital mortality,covid_mortality,0,3,42,20153,SepAware TVAE,TSTR,CatBoost,0.5013205282112845,0.3673469387755102,0.28125,0.5294117647058824,0.5347058823529411,0.2706394697449512,0.5329411764705881,0.4195276418647739,-1.0391352136989602,0.03275259074960508
COVID-19 hospital mortality,covid_mortality,0,4,42,10190,Standard CTGAN,TSTR,LogisticRegression,0.4774103400093153,0.10526315789473684,0.3333333333333333,0.0625,0.51125,0.24605702969461396,0.4025,0.20710737781388544,-1.6367601860598646,-0.32143873334001527
COVID-19 hospital mortality,covid_mortality,0,4,42,10190,Standard CTGAN,TSTR,RandomForest,0.43103448275862066,0.0,0.0,0.0,0.5,0.25978693044689993,0.4825,0.19064099494414002,-1.2457425400261128,-0.08791681153617018
COVID-19 hospital mortality,covid_mortality,0,4,42,10190,Standard CTGAN,TSTR,CatBoost,0.5388914764788076,0.21052631578947367,0.6666666666666666,0.125,0.5525,0.3498691589379335,0.485,0.19790756575140964,-0.9444998102826231,0.12641806921609391
COVID-19 hospital mortality,covid_mortality,0,4,42,10190,SepAware CTGAN,TSTR,LogisticRegression,0.6373626373626373,0.42857142857142855,0.5,0.375,0.6275,0.40250533651435755,0.72875,0.1869692821850846,-0.6401551927384626,0.43336123138039545
COVID-19 hospital mortality,covid_mortality,0,4,42,10190,SepAware CTGAN,TSTR,RandomForest,0.4936061381074169,0.11764705882352941,1.0,0.0625,0.53125,0.4717621470165808,0.71375,0.16432601259935772,0.277084185363078,1.3902306361816124
COVID-19 hospital mortality,covid_mortality,0,4,42,10190,SepAware CTGAN,TSTR,CatBoost,0.5805607476635514,0.32,0.4444444444444444,0.25,0.575,0.3984883510061852,0.6987500000000001,0.18200822000776565,-0.40236703090577197,0.47536406145013543
COVID-19 hospital mortality,covid_mortality,0,4,42,20190,Standard TVAE,TSTR,LogisticRegression,0.39338235294117646,0.375,0.25,0.75,0.515,0.3920198103962671,0.610625,0.5379419283753575,-1.4985578299877436,0.07299919901840872
COVID-19 hospital mortality,covid_mortality,0,4,42,20190,Standard TVAE,TSTR,RandomForest,0.6178660049627791,0.46153846153846156,0.391304347826087,0.5625,0.64125,0.41438797727255544,0.6187500000000001,0.2278158176739172,-1.030306079873299,0.4508594584902794
COVID-19 hospital mortality,covid_mortality,0,4,42,20190,Standard TVAE,TSTR,CatBoost,0.5798611111111112,0.3888888888888889,0.35,0.4375,0.58875,0.3747992747674951,0.660625,0.22805783599627366,-0.8928406913476836,0.23601572390201817
COVID-19 hospital mortality,covid_mortality,0,4,42,20190,SepAware TVAE,TSTR,LogisticRegression,0.5909090909090909,0.45454545454545453,0.35714285714285715,0.625,0.6325000000000001,0.5337747805004449,0.725625,0.3227493722101058,-1.1747445243400756,0.10795430432282502
COVID-19 hospital mortality,covid_mortality,0,4,42,20190,SepAware TVAE,TSTR,RandomForest,0.5492682926829269,0.44,0.3235294117647059,0.6875,0.61375,0.436952075264029,0.66875,0.2730330971816732,-1.0936688077101926,0.19225247417748634
COVID-19 hospital mortality,covid_mortality,0,4,42,20190,SepAware TVAE,TSTR,CatBoost,0.4361579311937197,0.39344262295081966,0.26666666666666666,0.75,0.545,0.40130647919803264,0.6250000000000001,0.45637884116290556,-1.1396811696519888,0.05583006043991489
COVID-19 hospital mortality,covid_mortality,1,0,43,10043,Standard CTGAN,TSTR,LogisticRegression,0.4344954128440367,0.08,0.1111111111111111,0.0625,0.4528186274509804,0.24893335409266093,0.5232843137254902,0.21659759044690416,-1.1105120829417559,0.05329577414074141
COVID-19 hospital mortality,covid_mortality,1,0,43,10043,Standard CTGAN,TSTR,RandomForest,0.4322033898305085,0.0,0.0,0.0,0.5,0.3087566292454761,0.6115196078431373,0.17989031899406077,-0.4018565235238462,0.7810472562837887
COVID-19 hospital mortality,covid_mortality,1,0,43,10043,Standard CTGAN,TSTR,CatBoost,0.4273504273504274,0.07692307692307693,0.1,0.0625,0.4430147058823529,0.31087995185531303,0.6151960784313726,0.20560325195155418,-0.8731291725289174,0.25114684030209344
COVID-19 hospital mortality,covid_mortality,1,0,43,10043,SepAware CTGAN,TSTR,LogisticRegression,0.5442176870748299,0.3333333333333333,0.3,0.375,0.5502450980392157,0.32432986122927226,0.6237745098039216,0.2551461562964888,-1.0022470882934953,0.17799247466622303
COVID-19 hospital mortality,covid_mortality,1,0,43,10043,SepAware CTGAN,TSTR,RandomForest,0.49242424242424243,0.16666666666666666,0.25,0.125,0.5036764705882353,0.32885454098669836,0.625,0.19322209120779063,-0.7947212646348515,0.5244383539445809
COVID-19 hospital mortality,covid_mortality,1,0,43,10043,SepAware CTGAN,TSTR,CatBoost,0.5062358276643991,0.2777777777777778,0.25,0.3125,0.5091911764705883,0.27019661584371957,0.5723039215686275,0.253081460256621,-1.0634681175174305,0.09832596178512748
COVID-19 hospital mortality,covid_mortality,1,0,43,20043,Standard TVAE,TSTR,LogisticRegression,0.4334481678672095,0.12903225806451613,0.13333333333333333,0.125,0.43504901960784315,0.23702763242744018,0.4675245098039216,0.30508183468404687,-1.2493551526903475,-0.030163526381654492
COVID-19 hospital mortality,covid_mortality,1,0,43,20043,Standard TVAE,TSTR,RandomForest,0.41228070175438597,0.0,0.0,0.0,0.46078431372549017,0.2238384696140909,0.4319852941176471,0.23645529499840143,-1.161822063062294,-0.0012866820030400367
COVID-19 hospital mortality,covid_mortality,1,0,43,20043,Standard TVAE,TSTR,CatBoost,0.44888366627497067,0.08695652173913043,0.14285714285714285,0.0625,0.4724264705882353,0.25151071239119893,0.5189950980392156,0.3002939354767119,-1.3387997775873288,-0.045535567528789726
COVID-19 hospital mortality,covid_mortality,1,0,43,20043,SepAware TVAE,TSTR,LogisticRegression,0.47268518518518515,0.37037037037037035,0.2631578947368421,0.625,0.5379901960784313,0.3905668541039746,0.565563725490196,0.46807365634958387,-1.2443378227511708,0.04962417390359069
COVID-19 hospital mortality,covid_mortality,1,0,43,20043,SepAware TVAE,TSTR,RandomForest,0.41228070175438597,0.0,0.0,0.0,0.46078431372549017,0.32548290049674555,0.5894607843137255,0.2065603686145063,-0.9016216377990346,0.1860457910867115
COVID-19 hospital mortality,covid_mortality,1,0,43,20043,SepAware TVAE,TSTR,CatBoost,0.6079687935358038,0.43243243243243246,0.38095238095238093,0.5,0.6225490196078431,0.3364955692579311,0.5931372549019608,0.2717910117216944,-0.9562386415680934,0.08575421250036021
COVID-19 hospital mortality,covid_mortality,1,1,43,10080,Standard CTGAN,TSTR,LogisticRegression,0.47105263157894733,0.1,0.3333333333333333,0.058823529411764705,0.5094117647058823,0.28059493576356437,0.4188235294117647,0.21538417851494018,-1.5773564587899216,-0.38888723033880557
COVID-19 hospital mortality,covid_mortality,1,1,43,10080,Standard CTGAN,TSTR,RandomForest,0.42735042735042733,0.0,0.0,0.0,0.5,0.21246918827767952,0.35764705882352943,0.20633532516689648,-2.6357016733834415,-1.37298705273437
COVID-19 hospital mortality,covid_mortality,1,1,43,10080,Standard CTGAN,TSTR,CatBoost,0.46659743856005537,0.14814814814814814,0.2,0.11764705882352941,0.4788235294117647,0.21450075806233387,0.3564705882352941,0.26262953066157885,-1.6763309780359834,-0.46494393783004095
COVID-19 hospital mortality,covid_mortality,1,1,43,10080,SepAware CTGAN,TSTR,LogisticRegression,0.4344954128440367,0.08,0.125,0.058823529411764705,0.45941176470588235,0.2579833875183988,0.5235294117647058,0.2779932092668954,-1.015909777552126,0.030004675601253757
COVID-19 hospital mortality,covid_mortality,1,1,43,10080,SepAware CTGAN,TSTR,RandomForest,0.42735042735042733,0.0,0.0,0.0,0.5,0.3200780680009482,0.5458823529411765,0.19422133295689253,-0.5382955712752138,0.4369110164973106
COVID-19 hospital mortality,covid_mortality,1,1,43,10080,SepAware CTGAN,TSTR,CatBoost,0.48366972477064224,0.16,0.25,0.11764705882352941,0.4988235294117647,0.28907621572126363,0.5776470588235294,0.2280383841023124,-0.7749244649318492,0.15570794913352465
COVID-19 hospital mortality,covid_mortality,1,1,43,20080,Standard TVAE,TSTR,LogisticRegression,0.48139825218476906,0.3111111111111111,0.25,0.4117647058823529,0.49588235294117644,0.3240158150320918,0.5647058823529412,0.39553329417555655,-0.988126863802707,0.03645899256571259
COVID-19 hospital mortality,covid_mortality,1,1,43,20080,Standard TVAE,TSTR,RandomForest,0.4582210242587601,0.14285714285714285,0.18181818181818182,0.11764705882352941,0.4688235294117647,0.30246202178552806,0.5229411764705881,0.2528480456059159,-0.8668649598840588,0.08020882724416693
COVID-19 hospital mortality,covid_mortality,1,1,43,20080,Standard TVAE,TSTR,CatBoost,0.4754149702474162,0.1935483870967742,0.21428571428571427,0.17647058823529413,0.4782352941176471,0.3227042157412496,0.5529411764705883,0.31205180538964183,-0.949414360900329,0.0342330151962183
COVID-19 hospital mortality,covid_mortality,1,1,43,20080,SepAware TVAE,TSTR,LogisticRegression,0.5474027486606103,0.4528301886792453,0.3333333333333333,0.7058823529411765,0.6129411764705883,0.3385721810900096,0.5870588235294117,0.418540607981533,-1.1094667166963428,0.045066192563585634
COVID-19 hospital mortality,covid_mortality,1,1,43,20080,SepAware TVAE,TSTR,RandomForest,0.5130813953488372,0.375,0.2903225806451613,0.5294117647058824,0.5447058823529412,0.2828557432235671,0.5335294117647058,0.2886865047390326,-1.0380915342539183,0.029043629556087292
COVID-19 hospital mortality,covid_mortality,1,1,43,20080,SepAware TVAE,TSTR,CatBoost,0.44166666666666665,0.3333333333333333,0.24324324324324326,0.5294117647058824,0.4847058823529412,0.3249601347337151,0.5370588235294118,0.4101492383247753,-1.059890788355018,0.019844219442038565
COVID-19 hospital mortality,covid_mortality,1,2,43,10117,Standard CTGAN,TSTR,LogisticRegression,0.5033692722371967,0.21428571428571427,0.2727272727272727,0.17647058823529413,0.508235294117647,0.2923297020628072,0.49176470588235294,0.22512528194518286,-1.209298582599648,-0.12276384808942906
COVID-19 hospital mortality,covid_mortality,1,2,43,10117,Standard CTGAN,TSTR,RandomForest,0.42735042735042733,0.0,0.0,0.0,0.5,0.2271471087161761,0.4411764705882353,0.20032836503328644,-1.5172619587463503,-0.4184491321194502
COVID-19 hospital mortality,covid_mortality,1,2,43,10117,Standard CTGAN,TSTR,CatBoost,0.3963963963963964,0.0,0.0,0.0,0.44,0.18998531589500967,0.31176470588235294,0.25952420047446745,-2.012089042485154,-0.7288858758796101
COVID-19 hospital mortality,covid_mortality,1,2,43,10117,SepAware CTGAN,TSTR,LogisticRegression,0.5593631014191762,0.2962962962962963,0.4,0.23529411764705882,0.5576470588235294,0.3158756747690918,0.5423529411764706,0.2180970867431584,-1.084771719481099,-0.002811417627819858
COVID-19 hospital mortality,covid_mortality,1,2,43,10117,SepAware CTGAN,TSTR,RandomForest,0.41739130434782606,0.0,0.0,0.0,0.48,0.32141034918869543,0.62,0.18684706236650803,-0.39377162587755393,0.7354112407825212
COVID-19 hospital mortality,covid_mortality,1,2,43,10117,SepAware CTGAN,TSTR,CatBoost,0.4754149702474162,0.1935483870967742,0.21428571428571427,0.17647058823529413,0.4782352941176471,0.3490512313904354,0.5858823529411765,0.23398758024520003,-0.7938802768838327,0.22698366490958927
COVID-19 hospital mortality,covid_mortality,1,2,43,20117,Standard TVAE,TSTR,LogisticRegression,0.5286116322701688,0.4230769230769231,0.3142857142857143,0.6470588235294118,0.5835294117647059,0.3909629734166157,0.6223529411764706,0.36545096257894694,-1.0360603394009518,0.10192309763346172
COVID-19 hospital mortality,covid_mortality,1,2,43,20117,Standard TVAE,TSTR,RandomForest,0.49242424242424243,0.3181818181818182,0.25925925925925924,0.4117647058823529,0.5058823529411764,0.3908480271711211,0.6341176470588235,0.23361201043677937,-0.8268169009254963,0.2979525243791396
COVID-19 hospital mortality,covid_mortality,1,2,43,20117,Standard TVAE,TSTR,CatBoost,0.48139825218476906,0.3111111111111111,0.25,0.4117647058823529,0.49588235294117644,0.34955801461085506,0.6188235294117647,0.4026931258817785,-1.0057316602314024,0.07523966611004573
COVID-19 hospital mortality,covid_mortality,1,2,43,20117,SepAware TVAE,TSTR,LogisticRegression,0.47767540751240256,0.35294117647058826,0.2647058823529412,0.5294117647058824,0.5147058823529411,0.3059282706536695,0.5623529411764706,0.46012750653664786,-1.0942491141902546,0.02768695531241896
COVID-19 hospital mortality,covid_mortality,1,2,43,20117,SepAware TVAE,TSTR,RandomForest,0.4212872666480914,0.16216216216216217,0.15,0.17647058823529413,0.4182352941176471,0.25370289892259706,0.5347058823529411,0.3040469037980583,-0.8408160242876248,0.07918497318339929
COVID-19 hospital mortality,covid_mortality,1,2,43,20117,SepAware TVAE,TSTR,CatBoost,0.4273504273504274,0.07692307692307693,0.1111111111111111,0.058823529411764705,0.44941176470588234,0.23281945119130498,0.4505882352941176,0.3514124252660236,-1.3730131687031522,-0.07837462941303283
COVID-19 hospital mortality,covid_mortality,1,3,43,10154,Standard CTGAN,TSTR,LogisticRegression,0.45616883116883117,0.09090909090909091,0.2,0.058823529411764705,0.4894117647058824,0.2601334655338439,0.4541176470588235,0.22403982852348564,-1.279695115750306,-0.1589217233923297
COVID-19 hospital mortality,covid_mortality,1,3,43,10154,Standard CTGAN,TSTR,RandomForest,0.4224137931034483,0.0,0.0,0.0,0.49,0.20998523567625277,0.33529411764705885,0.20772648610204636,-2.733552960827789,-1.395681860933032
COVID-19 hospital mortality,covid_mortality,1,3,43,10154,Standard CTGAN,TSTR,CatBoost,0.4017857142857143,0.0,0.0,0.0,0.45,0.18881395460238273,0.30117647058823527,0.2658266929907846,-2.3358097972064233,-0.7194590195885352
COVID-19 hospital mortality,covid_mortality,1,3,43,10154,SepAware CTGAN,TSTR,LogisticRegression,0.6079687935358038,0.43243243243243246,0.4,0.47058823529411764,0.6152941176470588,0.3157691283340465,0.5823529411764705,0.27154672479701253,-1.012262138443977,0.10857689034673984
COVID-19 hospital mortality,covid_mortality,1,3,43,10154,SepAware CTGAN,TSTR,RandomForest,0.5200168563000421,0.19047619047619047,0.5,0.11764705882352941,0.5388235294117647,0.37285942757669444,0.6129411764705882,0.18778184427531885,-0.4274029738231819,0.9395091301809783
COVID-19 hospital mortality,covid_mortality,1,3,43,10154,SepAware CTGAN,TSTR,CatBoost,0.48764705882352943,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.48764705882352943,0.3137184326386882,0.5670588235294118,0.24120321664697864,-0.9290922611480902,0.13738439682272238
COVID-19 hospital mortality,covid_mortality,1,3,43,20154,Standard TVAE,TSTR,LogisticRegression,0.540987479329081,0.43137254901960786,0.3235294117647059,0.6470588235294118,0.5935294117647059,0.39938868787557524,0.6611764705882353,0.3922654376091796,-1.137671419222886,0.07625536823236503
COVID-19 hospital mortality,covid_mortality,1,3,43,20154,Standard TVAE,TSTR,RandomForest,0.5696640316205533,0.43478260869565216,0.3448275862068966,0.5882352941176471,0.6041176470588235,0.3135115727062099,0.5988235294117646,0.2728847365984045,-0.998924005760729,0.11433042974987034
